model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
CNN,mnist,10,25088,58,25088,31561,[9],[0.99777634],15.148735310410515,[9],[0.9996687],15.146838,266,8549,25088
CNN,mnist,10,25088,59,25088,26283,[9],[0.99999968],16.513824787614645,[9],[0.9999963],16.513834,446,1378,25088
CNN,mnist,10,25088,60,25088,51732,[2],[0.506176],7.233537505454099,[2],[0.45635995],7.3371363,225,42409,25088
CNN,mnist,10,25088,61,25088,28717,[4],[0.99997644],20.213680941567585,[4],[1.],20.213657,266,4245,25088
CNN,mnist,10,25088,62,25088,28429,[1],[0.99875798],11.31759754106371,[1],[0.99992085],11.316436,198,3957,25088
CNN,mnist,10,25088,63,25088,28597,[2],[0.99999511],16.11152565576368,[2],[0.9999968],16.111526,266,4125,25088
CNN,mnist,10,25088,64,25088,32168,[3],[0.99998395],15.824926214445854,[3],[0.99999213],15.824919,338,8464,25088
CNN,mnist,10,25088,65,25088,31105,[7],[0.99999859],17.09769771334776,[7],[0.9999993],17.097689,225,7401,25088
CNN,mnist,10,25088,66,25088,32268,[4],[0.99999928],15.751888994584636,[4],[0.9999975],15.751891,338,9256,25088
CNN,mnist,10,25088,67,25088,29045,[0],[0.99999979],18.502884122855942,[0],[0.99999964],18.502884,399,4573,25088
CNN,mnist,10,25088,68,25088,34313,[8],[0.99999987],21.79473508067096,[8],[1.],21.794731,350,10442,25088
CNN,mnist,10,25088,69,25088,37910,[8],[0.99935874],12.952310205609173,[8],[0.9990907],12.952581,338,15936,25088
CNN,mnist,10,25088,70,25088,31235,[4],[0.99999937],17.397675190772368,[4],[0.99999774],17.397676,399,7531,25088
CNN,mnist,10,25088,71,25088,27875,[6],[0.99920296],15.389891710829039,[6],[0.99999547],15.389094,225,3198,25088
CNN,mnist,10,25088,72,25088,58125,[5],[0.80047957],8.153917387023284,[5],[0.77562845],8.185457,338,44915,25088
CNN,mnist,10,25088,73,25088,28665,[4],[0.99999616],19.421197917986703,[4],[0.99999774],19.421196,297,4193,25088
CNN,mnist,10,25088,74,25088,26987,[2],[0.99999641],18.01299454201172,[2],[0.9999999],18.012989,266,2310,25088
CNN,mnist,10,25088,75,25088,29642,[0],[0.99999941],17.25632917089464,[0],[0.99999714],17.256325,339,5170,25088
CNN,mnist,10,25088,76,25088,28201,[4],[0.99999787],19.94664214703583,[4],[1.],19.946638,290,3729,25088
CNN,mnist,10,25088,77,25088,32032,[7],[0.99993552],15.814653983680962,[7],[0.9999949],15.814593,266,8328,25088
CNN,mnist,10,25088,78,25088,28605,[6],[0.99999837],17.286739073287162,[6],[0.9999999],17.286736,225,4133,25088
CNN,mnist,10,25088,79,25088,34655,[5],[0.99999756],16.62660270388713,[5],[0.9999995],16.626598,338,11643,25088
CNN,mnist,10,25088,80,25088,32090,[2],[0.99997398],15.132672583466531,[2],[0.99998224],15.132656,266,10116,25088
CNN,mnist,10,25088,81,25088,29468,[2],[0.99999992],20.793708885027094,[2],[1.],20.793724,266,5764,25088
CNN,mnist,10,25088,82,25088,29783,[6],[0.99581281],15.171640206883863,[6],[0.9997985],15.16764,309,6079,25088
CNN,mnist,10,25088,83,25088,29251,[4],[0.99999894],16.88422881073497,[4],[0.9999988],16.884224,297,5076,25088
CNN,mnist,10,25088,84,25088,27370,[4],[0.99999999],22.419601448796936,[4],[0.9999999],22.419596,266,2898,25088
CNN,mnist,10,25088,85,25088,28825,[3],[0.99999978],19.339365225973346,[3],[0.9999999],19.339361,464,5121,25088
CNN,mnist,10,25088,86,25088,27951,[2],[0.99999609],23.03982171782141,[2],[1.],23.039822,338,3479,25088
CNN,mnist,10,25088,87,25088,28338,[4],[0.99995006],17.870392192688122,[4],[0.99999917],17.870342,225,3866,25088
CNN,mnist,10,25088,88,25088,29523,[3],[0.99999191],16.189239961634062,[3],[0.99998105],16.189253,507,5051,25088
CNN,mnist,10,25088,89,25088,29775,[1],[0.99990697],15.009692716002403,[1],[0.9999937],15.009608,225,5610,25088
CNN,mnist,10,25088,90,25088,28428,[7],[0.99999939],18.954378735885687,[7],[0.99999964],18.954369,266,3956,25088
CNN,mnist,10,25088,91,25088,27522,[9],[0.99998341],14.336739914490245,[9],[0.99984896],14.33687,266,3050,25088
CNN,mnist,10,25088,92,25088,25988,[1],[0.99988594],14.391616446736146,[1],[0.99999285],14.391515,297,1083,25088
CNN,mnist,10,25088,93,25088,26931,[0],[0.99998527],15.376702738255352,[0],[0.99998355],15.37671,266,2254,25088
CNN,mnist,10,25088,94,25088,28536,[1],[0.99998499],15.153405895338908,[1],[0.9999995],15.153396,198,4064,25088
CNN,mnist,10,25088,95,25088,28509,[6],[0.9999659],13.907809021453009,[6],[0.9999716],13.907808,198,4344,25088
CNN,mnist,10,25088,96,25088,28018,[9],[0.9999727],14.595464348646692,[9],[0.99980515],14.595627,206,3546,25088
CNN,mnist,10,25088,97,25088,37878,[3],[0.99903643],14.251784189991584,[3],[0.99982613],14.250988,507,17461,25088
CNN,mnist,10,25088,98,25088,29039,[6],[0.99999946],19.593435822551545,[6],[0.9999995],19.593433,338,5281,25088
CNN,mnist,10,25088,99,25088,28056,[0],[0.99999891],20.87746920406335,[0],[1.],20.877466,507,3584,25088
CNN,mnist,10,25088,100,25088,28369,[6],[0.99998283],17.106033324284834,[6],[0.9999989],17.10602,225,3897,25088
CNN,mnist,10,25088,101,25088,29122,[1],[0.99986195],14.740242733898112,[1],[0.999987],14.740122,226,5418,25088
CNN,mnist,10,25088,102,25088,25989,[1],[0.99989526],13.756152950561637,[1],[0.9999926],13.75605,225,1084,25088
CNN,mnist,10,25088,103,25088,26658,[1],[0.99995907],14.114888117264341,[1],[0.99999464],14.114852,225,1981,25088
CNN,mnist,10,25088,104,25088,28377,[6],[0.99997802],16.45065789086294,[6],[0.9999989],16.45064,282,3905,25088
CNN,mnist,10,25088,105,25088,30375,[7],[0.99965112],15.819370166038349,[7],[0.9999796],15.819036,338,6671,25088
CNN,mnist,10,25088,106,25088,31432,[5],[0.99994292],14.933176857360479,[5],[0.9999676],14.933157,338,7728,25088
CNN,mnist,10,25088,107,25088,37728,[5],[0.99198454],9.985972102777758,[5],[0.99604285],9.981884,274,17311,25088
CNN,mnist,10,25088,108,25088,26569,[2],[0.9999921],15.094484598532153,[2],[0.999997],15.094482,266,2097,25088
CNN,mnist,10,25088,109,25088,39283,[1],[0.9081019],8.608655301351762,[1],[0.8812568],8.638664,198,21202,25088
CNN,mnist,10,25088,110,25088,33401,[5],[0.99998685],19.80328158309677,[5],[0.999997],19.803268,327,7432,25088
CNN,mnist,10,25088,111,25088,28019,[6],[0.99998331],15.292428497603796,[6],[0.9999862],15.292426,309,3547,25088
CNN,mnist,10,25088,112,25088,28470,[2],[0.99989252],18.23818846806817,[2],[0.9999995],18.23809,507,4746,25088
CNN,mnist,10,25088,113,25088,28210,[6],[0.99999975],19.92100549897784,[6],[1.],19.921011,266,3738,25088
CNN,mnist,10,25088,114,25088,31599,[7],[0.99999242],18.334503127169057,[7],[0.99999833],18.334497,327,7895,25088
CNN,mnist,10,25088,115,25088,28475,[7],[0.99999428],18.033458702830586,[7],[0.99999964],18.033443,266,4003,25088
CNN,mnist,10,25088,116,25088,28366,[2],[0.99999981],23.823242375168952,[2],[1.],23.823246,507,3894,25088
CNN,mnist,10,25088,117,25088,30809,[4],[0.99999938],18.27747216582038,[4],[0.9999993],18.27747,338,7105,25088
CNN,mnist,10,25088,118,25088,28787,[7],[0.99999451],17.504800560979852,[7],[0.999998],17.504793,283,4315,25088
CNN,mnist,10,25088,119,25088,30040,[6],[0.99999782],17.730800903678038,[6],[0.9999999],17.73079,338,5568,25088
CNN,mnist,10,25088,120,25088,27029,[1],[0.99999622],14.934885939927753,[1],[0.9999981],14.9348755,225,2352,25088
CNN,mnist,10,25088,121,25088,25929,[1],[0.99680728],14.332722819722889,[1],[0.9999869],14.329536,225,1115,25088
CNN,mnist,10,25088,122,25088,30250,[8],[0.99996594],15.081801140432974,[8],[0.9999771],15.081793,300,6047,25088
CNN,mnist,10,25088,123,25088,37727,[5],[0.99986305],12.856206519547204,[5],[0.99979407],12.856277,338,12655,25088
CNN,mnist,10,25088,124,25088,27762,[4],[0.99999999],24.058803565977907,[4],[1.],24.058811,338,3290,25088
CNN,mnist,10,25088,125,25088,29788,[5],[0.99999953],18.22138642700175,[5],[0.99999905],18.221386,327,6776,25088
CNN,mnist,10,25088,126,25088,29914,[8],[0.99999729],18.398009149649873,[8],[0.9999999],18.398012,225,5749,25088
CNN,mnist,10,25088,127,25088,34139,[5],[0.99999388],15.572868747617923,[5],[0.99996066],15.572902,399,7767,25088
CNN,mnist,10,25088,128,25088,28787,[2],[0.99999442],19.461408473733606,[2],[0.9999999],19.46141,399,4315,25088
CNN,mnist,10,25088,129,25088,28713,[6],[0.99999809],19.39028930507948,[6],[1.],19.390285,338,5009,25088
CNN,mnist,10,25088,130,25088,29501,[4],[0.99992306],11.987017322819089,[4],[0.99984324],11.987091,266,5797,25088
CNN,mnist,10,25088,131,25088,30997,[1],[0.99995323],12.223126448898137,[1],[0.9999465],12.223133,297,7985,25088
CNN,mnist,10,25088,132,25088,30864,[7],[0.99885698],14.618322585757383,[7],[0.999949],14.61723,266,7160,25088
CNN,mnist,10,25088,133,25088,40819,[8],[0.952734],10.661003644825353,[8],[0.9520104],10.661762,225,20402,25088
CNN,mnist,10,25088,134,25088,30162,[5],[0.9999989],20.92462267865071,[5],[0.99999976],20.924625,598,7044,25088
CNN,mnist,10,25088,135,25088,30166,[2],[0.99999969],18.060491871966658,[2],[0.99999845],18.060501,399,6462,25088
CNN,mnist,10,25088,136,25088,34327,[4],[0.9999465],14.617383100712651,[4],[0.9999713],14.617355,338,11315,25088
CNN,mnist,10,25088,137,25088,29737,[9],[0.99885861],13.080159685207455,[9],[0.9897822],13.089286,282,6033,25088
CNN,mnist,10,25088,138,25088,28186,[0],[0.99999865],19.64491216726852,[0],[0.9999999],19.644907,309,3714,25088
CNN,mnist,10,25088,139,25088,30844,[7],[0.99988752],14.0714025033191,[7],[0.9999472],14.071343,446,7832,25088
CNN,mnist,10,25088,140,25088,33193,[7],[0.9999805],14.279919100414919,[7],[0.99999166],14.279904,225,9489,25088
CNN,mnist,10,25088,141,25088,25700,[5],[0.99999992],21.615730362980205,[5],[0.9999999],21.615728,399,795,25088
CNN,mnist,10,25088,142,25088,33562,[1],[0.99962992],12.829174159696715,[1],[0.9997248],12.829079,198,10550,25088
CNN,mnist,10,25088,143,25088,29919,[8],[0.99999991],19.31427010961429,[8],[0.99999976],19.314266,446,6215,25088
CNN,mnist,10,25088,144,25088,28354,[8],[0.99999913],21.49608699376255,[8],[1.],21.496082,338,3882,25088
CNN,mnist,10,25088,145,25088,28643,[0],[0.99999252],16.775340886726976,[0],[0.99999964],16.775333,338,4939,25088
CNN,mnist,10,25088,146,25088,28594,[1],[0.99999932],15.813841547164323,[1],[0.9999993],15.813837,180,4122,25088
CNN,mnist,10,25088,147,25088,33078,[3],[0.99895024],12.254858332337209,[3],[0.9997576],12.254047,338,11104,25088
CNN,mnist,10,25088,148,25088,30917,[4],[0.99631076],11.466304403208749,[4],[0.99909043],11.463518,225,7905,25088
CNN,mnist,10,25088,149,25088,31059,[9],[0.9999967],16.933825926889895,[9],[0.9999989],16.933825,225,7355,25088
CNN,mnist,10,25088,150,25088,30762,[2],[0.99998643],18.266168813635463,[2],[0.99999976],18.26616,507,7058,25088
CNN,mnist,10,25088,151,25088,31531,[0],[0.9998912],12.692571722079316,[0],[0.99994767],12.692516,266,7827,25088
CNN,mnist,10,25088,152,25088,36560,[8],[0.99998542],19.685511863647314,[8],[0.9999926],19.685505,507,13218,25088
CNN,mnist,10,25088,153,25088,27854,[2],[0.9999984],19.208793336786268,[2],[1.],19.208794,266,3382,25088
CNN,mnist,10,25088,154,25088,28559,[2],[0.99999982],21.851875483513037,[2],[1.],21.85188,399,4087,25088
CNN,mnist,10,25088,155,25088,30921,[8],[0.99999993],21.501514509104666,[8],[0.9999999],21.501514,338,7209,25088
CNN,mnist,10,25088,156,25088,28103,[8],[0.99999985],19.344032437960966,[8],[0.99999917],19.344032,327,3426,25088
CNN,mnist,10,25088,157,25088,28536,[7],[0.99999743],19.59551114748037,[7],[0.9999995],19.595505,309,4064,25088
CNN,mnist,10,25088,158,25088,30159,[6],[0.99999668],19.25196407061025,[6],[1.],19.251957,266,5994,25088
CNN,mnist,10,25088,159,25088,29015,[7],[0.99999816],15.220796518088434,[7],[0.99999],15.220798,297,5311,25088
CNN,mnist,10,25088,160,25088,36014,[4],[0.90436851],12.866353170380178,[4],[0.8784293],12.895454,338,17827,25088
CNN,mnist,10,25088,161,25088,28559,[4],[0.99999994],20.748220507157605,[4],[1.],20.748219,338,4087,25088
CNN,mnist,10,25088,162,25088,31910,[7],[0.99997168],16.48676843372955,[7],[0.99999666],16.48674,338,8206,25088
CNN,mnist,10,25088,163,25088,32572,[0],[0.99998577],15.40064518360443,[0],[0.999998],15.400634,233,8868,25088
CNN,mnist,10,25088,164,25088,27443,[9],[0.9999908],15.667011881016952,[9],[0.9999974],15.667003,338,3723,25088
CNN,mnist,10,25088,165,25088,30334,[0],[0.99911466],9.91774821957148,[0],[0.9943936],9.922481,225,6630,25088
CNN,mnist,10,25088,166,25088,28424,[3],[0.9999998],19.442770202865283,[3],[0.9999999],19.442766,399,4696,25088
CNN,mnist,10,25088,167,25088,30231,[8],[0.9999972],14.956616344342091,[8],[0.9999993],14.95661,266,6527,25088
CNN,mnist,10,25088,168,25088,30471,[8],[0.99999987],22.04140104096352,[8],[1.],22.041405,338,6306,25088
CNN,mnist,10,25088,169,25088,27536,[5],[1.],21.769350053655465,[5],[1.],21.769348,399,3056,25088
CNN,mnist,10,25088,170,25088,31437,[1],[0.9998431],13.767776045147034,[1],[0.99991167],13.767711,198,8425,25088
CNN,mnist,10,25088,171,25088,28331,[1],[0.99999358],16.574862227298247,[1],[0.9999995],16.574858,198,3654,25088
CNN,mnist,10,25088,172,25088,36008,[0],[0.9997985],11.960726078936855,[0],[0.99948066],11.961036,350,12304,25088
CNN,mnist,10,25088,173,25088,30816,[4],[0.99980102],18.525368368420764,[4],[0.99999547],18.525179,266,7804,25088
CNN,mnist,10,25088,174,25088,34527,[6],[0.99993622],14.560217745299777,[6],[0.9999206],14.560229,266,11515,25088
CNN,mnist,10,25088,175,25088,31652,[6],[0.99991112],14.01047248630778,[6],[0.9999957],14.010391,266,7948,25088
CNN,mnist,10,25088,176,25088,27229,[1],[0.99997701],16.88580332039155,[1],[0.99999857],16.88579,225,2757,25088
CNN,mnist,10,25088,177,25088,28096,[5],[1.],22.822849274246092,[5],[1.],22.822847,266,4392,25088
CNN,mnist,10,25088,178,25088,28036,[2],[0.99999997],23.706262622992696,[2],[1.],23.70626,338,3564,25088
CNN,mnist,10,25088,179,25088,33679,[4],[0.99999996],18.091880838411242,[4],[0.9999993],18.09189,266,10667,25088
CNN,mnist,10,25088,180,25088,27278,[5],[0.9999999],21.286106210120668,[5],[1.],21.286106,338,2601,25088
CNN,mnist,10,25088,181,25088,34572,[3],[0.99983365],12.447300384387427,[3],[0.9999707],12.447162,270,11560,25088
CNN,mnist,10,25088,182,25088,34215,[8],[0.99999985],22.13968864407672,[8],[1.],22.139688,338,10511,25088
CNN,mnist,10,25088,183,25088,29076,[2],[0.99994486],15.557287998787265,[2],[0.99996877],15.557263,265,5372,25088
CNN,mnist,10,25088,184,25088,26145,[1],[0.99959285],12.549606335801704,[1],[0.99996364],12.549237,225,1331,25088
CNN,mnist,10,25088,185,25088,29048,[2],[0.99999868],20.73333872655938,[2],[1.],20.733345,338,4883,25088
CNN,mnist,10,25088,186,25088,30522,[4],[0.99916148],13.488066312357432,[4],[0.999866],13.487355,206,6818,25088
CNN,mnist,10,25088,187,25088,28346,[2],[0.99920787],14.283724724988922,[2],[0.99847525],14.284464,266,5334,25088
CNN,mnist,10,25088,188,25088,28659,[7],[0.99999966],16.89488254429084,[7],[0.9999734],16.894909,286,4955,25088
CNN,mnist,10,25088,189,25088,26491,[1],[0.99970403],13.33919372167982,[1],[0.9999949],13.3389015,225,1814,25088
CNN,mnist,10,25088,190,25088,28353,[5],[0.99999916],18.62032020810876,[5],[0.99999976],18.620312,338,4331,25088
CNN,mnist,10,25088,191,25088,38066,[5],[0.9524837],10.999913288833646,[5],[0.90987283],11.045684,327,19985,25088
CNN,mnist,10,25088,192,25088,27687,[3],[0.99999993],18.211921764893713,[3],[0.9999999],18.211916,399,3227,25088
CNN,mnist,10,25088,193,25088,39750,[1],[0.99947239],9.436673532693142,[1],[0.9978782],9.43827,338,16738,25088
CNN,mnist,10,25088,194,25088,33583,[0],[0.9999777],15.901812922053642,[0],[0.99999535],15.9017935,327,9879,25088
CNN,mnist,10,25088,195,25088,28741,[0],[0.99996012],15.743774236205347,[0],[0.9999925],15.743746,225,4269,25088
CNN,mnist,10,25088,196,25088,29766,[4],[0.9999997],20.80231124824935,[4],[1.],20.802315,266,5601,25088
CNN,mnist,10,25088,197,25088,32298,[3],[0.99998381],14.794106466034581,[3],[0.99999845],14.794093,225,8594,25088
CNN,mnist,10,25088,198,25088,29925,[0],[0.99972852],16.919876768417254,[0],[0.99999917],16.919601,225,6221,25088
CNN,mnist,10,25088,199,25088,33482,[5],[0.99944124],12.627181113365541,[5],[0.99978274],12.626842,266,9778,25088
CNN,mnist,10,25088,200,25088,37712,[2],[0.99494714],14.43350767237456,[2],[0.9991691],14.429275,446,10025,25088
CNN,mnist,10,25088,201,25088,29506,[7],[0.99999887],17.355250537778897,[7],[0.99999547],17.355244,338,5802,25088
CNN,mnist,10,25088,202,25088,29934,[2],[0.99987225],19.366106001988502,[2],[1.],19.365974,507,6230,25088
CNN,mnist,10,25088,203,25088,28407,[1],[0.99999694],15.48224659473263,[1],[0.99999046],15.482254,226,3935,25088
CNN,mnist,10,25088,204,25088,28605,[1],[0.99993848],12.751041898921553,[1],[0.9996922],12.751288,198,4133,25088
CNN,mnist,10,25088,205,25088,28665,[0],[0.99998114],17.16567208833652,[0],[0.9999974],17.165653,266,4961,25088
CNN,mnist,10,25088,206,25088,28102,[9],[0.99999925],18.523333344364378,[9],[0.99999917],18.52334,297,3630,25088
CNN,mnist,10,25088,207,25088,26746,[3],[1.],22.766426086674226,[3],[1.],22.766417,399,584,25088
CNN,mnist,10,25088,208,25088,27024,[1],[0.99999783],16.492349891124526,[1],[0.9999989],16.492346,198,2347,25088
CNN,mnist,10,25088,209,25088,31258,[8],[0.99999283],18.02956725569845,[8],[0.99999714],18.029566,338,8246,25088
CNN,mnist,10,25088,210,25088,28703,[2],[0.99999941],19.31034528609529,[2],[1.],19.310349,338,4231,25088
CNN,mnist,10,25088,211,25088,29858,[1],[0.99993157],15.540153274657458,[1],[0.99999356],15.54009,225,6154,25088
CNN,mnist,10,25088,212,25088,28962,[2],[0.99998596],17.09609100263232,[2],[0.9999974],17.09608,327,5258,25088
CNN,mnist,10,25088,213,25088,28536,[1],[0.99999897],16.130879480879344,[1],[0.9999962],16.130882,198,4064,25088
CNN,mnist,10,25088,214,25088,32526,[0],[0.9999438],13.115813192010025,[0],[0.99985707],13.115907,446,8822,25088
CNN,mnist,10,25088,215,25088,27783,[9],[0.99999991],18.77688416724659,[9],[0.99999666],18.776894,297,3311,25088
CNN,mnist,10,25088,216,25088,33121,[0],[0.99999385],17.885921910738322,[0],[0.99999964],17.885918,507,10109,25088
CNN,mnist,10,25088,217,25088,29515,[3],[0.99999999],23.337127690825504,[3],[1.],23.337124,266,5043,25088
CNN,mnist,10,25088,218,25088,29932,[5],[0.99998436],16.092729948594453,[5],[0.99987555],16.092838,446,6627,25088
CNN,mnist,10,25088,219,25088,64853,[3],[0.47491876],5.997082488570059,[8],[0.9995096],13.6020775,266,64853,25088
CNN,mnist,10,25088,220,25088,28094,[0],[0.99976532],17.00938234793023,[0],[0.9999989],17.009146,266,3622,25088
CNN,mnist,10,25088,221,25088,26879,[9],[0.99999995],18.868637133325457,[9],[0.99999976],18.86864,297,2202,25088
CNN,mnist,10,25088,222,25088,32862,[2],[0.99844843],15.228484348143516,[2],[0.9999461],15.226992,399,9850,25088
CNN,mnist,10,25088,223,25088,31934,[8],[0.99992451],14.947884709138807,[8],[0.99996114],14.947843,338,8222,25088
