,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
110,gpt2,wikitext-512,50257,768,110,768,5102420,[262],[0.27666188],-91.51809564431929,[262],[0.29159606],-91.57066,3912277,3466709,768
111,gpt2,wikitext-512,50257,768,111,768,4566696,[511],[0.21410902],-111.66396837123611,[511],[0.20426518],-111.61689,3930743,3906009,768
112,gpt2,wikitext-512,50257,768,112,768,4467646,[925],[0.40915891],-110.67240364307055,[925],[0.43359858],-110.73044,3938479,3015891,768
113,gpt2,wikitext-512,50257,768,113,768,5073994,[309],[0.15973779],-106.13705368296209,[309],[0.20081522],-106.365906,3963585,2738638,768
114,gpt2,wikitext-512,50257,768,114,768,4875612,[357],[0.25391018],-84.19589094665774,[357],[0.2985417],-84.35785,3984692,3725041,768
115,gpt2,wikitext-512,50257,768,115,768,4714691,[284],[0.47360094],-39.575951155182466,[284],[0.41593575],-39.446117,3824889,3339447,768
116,gpt2,wikitext-512,50257,768,116,768,4491579,[21247],[0.06398194],-121.27458057119603,[21247],[0.0570782],-121.16042,3830212,3670043,768
117,gpt2,wikitext-512,50257,768,117,768,4864426,[4395],[0.09393361],-116.22006859661553,[4395],[0.06988078],-115.92427,3898630,3330397,768
118,gpt2,wikitext-512,50257,768,118,768,4125779,[373],[0.24068863],-122.94560659742537,[373],[0.2097649],-122.808105,3845737,2456867,768
119,gpt2,wikitext-512,50257,768,119,768,4497164,[764],[0.53539587],-102.32379850631382,[764],[0.55310845],-102.35635,3849928,3953457,768
120,gpt2,wikitext-512,50257,768,120,768,5147821,[764],[0.64827814],-64.03995322220258,[764],[0.6057337],-63.972088,3825877,2536280,768
121,gpt2,wikitext-512,50257,768,121,768,6012754,[943],[0.05277111],-88.5366021472079,[943],[0.0616608],-88.692276,3915333,2793700,768
122,gpt2,wikitext-512,50257,768,122,768,4593628,[19690],[0.45710919],-97.69839870504964,[19690],[0.48016557],-97.7476,3844335,3103868,768
123,gpt2,wikitext-512,50257,768,123,768,4746793,[257],[0.20092474],-117.00801386770391,[257],[0.21519282],-117.076614,3922465,2935106,768
124,gpt2,wikitext-512,50257,768,124,768,5513645,[587],[0.40942003],-121.00014428927416,[587],[0.43752372],-121.066536,3928951,4138462,768
125,gpt2,wikitext-512,50257,768,125,768,4581855,[3785],[0.22373314],-118.79815465578062,[3785],[0.23739573],-118.85744,3931940,2639597,768
126,gpt2,wikitext-512,50257,768,126,768,4759851,[2026],[0.68999079],-139.7711653983849,[2026],[0.5711417],-139.58212,3998773,5006498,768
127,gpt2,wikitext-512,50257,768,127,768,5467437,[1267],[0.27767716],-73.48846401461135,[1267],[0.27585483],-73.481865,3969289,3204609,768
128,gpt2,wikitext-512,50257,768,128,768,4020785,[5816],[0.17489108],-149.45626771487568,[5816],[0.20985253],-149.63849,3847827,2931421,768
129,gpt2,wikitext-512,50257,768,129,768,5213911,[257],[0.09066427],-114.56611336493793,[257],[0.08546621],-114.50709,4200984,4234551,768
130,gpt2,wikitext-512,50257,768,130,768,5559117,[257],[0.31095069],-93.62281839411592,[257],[0.30371207],-93.599266,3946038,4316744,768
131,gpt2,wikitext-512,50257,768,131,768,5254511,[14089],[0.58969352],-69.5078431474794,[14089],[0.69116414],-69.666626,4014461,3495593,768
132,gpt2,wikitext-512,50257,768,132,768,5481891,[284],[0.50404708],-82.57134597958316,[284],[0.428712],-82.40947,3880836,3750336,768
133,gpt2,wikitext-512,50257,768,133,768,4489322,[10256],[0.13477743],-105.01036529160021,[10256],[0.10620849],-104.772125,3823527,4139214,768
134,gpt2,wikitext-512,50257,768,134,768,4094339,[373],[0.41137289],-61.017739215243196,[373],[0.4385991],-61.081818,3878350,2933497,768
135,gpt2,wikitext-512,50257,768,135,768,4203465,[82],[0.95381518],-75.41278239481228,[82],[0.9400884],-75.398285,3883952,4259534,768
136,gpt2,wikitext-512,50257,768,136,768,4626193,[547],[0.54918762],-109.88751652690401,[547],[0.5257272],-109.84386,3955888,3699199,768
137,gpt2,wikitext-512,50257,768,137,768,4804251,[262],[0.47872425],-77.41643038834883,[262],[0.3470919],-77.09489,4116360,2946390,768
138,gpt2,wikitext-512,50257,768,138,768,5433897,[286],[0.42886575],-94.29582944191272,[286],[0.38711688],-94.19341,3949065,4741474,768
139,gpt2,wikitext-512,50257,768,139,768,4572497,[282],[0.54741402],-196.70546405344965,[282],[0.55572253],-196.72054,3823718,4875206,768
140,gpt2,wikitext-512,50257,768,140,768,4714648,[31],[0.99323012],-230.41988861839656,[31],[0.99126375],-230.41792,3846182,3306710,768
141,gpt2,wikitext-512,50257,768,141,768,4254447,[554],[0.22855676],-111.42919592716605,[554],[0.22307052],-111.40491,3909221,2557525,768
142,gpt2,wikitext-512,50257,768,142,768,4225646,[262],[0.16385346],-122.36280231648978,[262],[0.13765323],-122.18859,3869788,2238276,768
143,gpt2,wikitext-512,50257,768,143,768,6187791,[428],[0.12991463],-117.61460933229772,[428],[0.14737146],-117.74068,4111921,4991975,768
144,gpt2,wikitext-512,50257,768,144,768,4256690,[764],[0.18552421],-108.19559520347818,[764],[0.19596685],-108.25036,3830825,3046535,768
145,gpt2,wikitext-512,50257,768,145,768,6529371,[13],[0.16879423],-28.189701823654453,[13],[0.18484384],-28.280529,3991028,4947137,768
146,gpt2,wikitext-512,50257,768,146,768,4857431,[287],[0.28204212],-100.36767822925923,[287],[0.31907994],-100.491066,3894553,3564128,768
147,gpt2,wikitext-512,50257,768,147,768,4930586,[3700],[0.10350487],-86.79399713463316,[3700],[0.0955542],-86.71408,3821859,3701274,768
148,gpt2,wikitext-512,50257,768,148,768,4656732,[383],[0.230624],-135.86655999093256,[383],[0.17411837],-135.58554,3977512,2995530,768
149,gpt2,wikitext-512,50257,768,149,768,5343181,[628],[0.1390706],-74.57664968517757,[628],[0.15132338],-74.6611,4055874,3488154,768
150,gpt2,wikitext-512,50257,768,150,768,6518379,[1271],[0.25792339],-101.36989054884832,[1271],[0.29133672],-101.49173,3884814,3709812,768
151,gpt2,wikitext-512,50257,768,151,768,4522292,[13],[0.37721553],75.56243244093243,[13],[0.3756035],75.56671,3869024,3769010,768
152,gpt2,wikitext-512,50257,768,152,768,5431483,[5847],[0.99411464],-190.41714718009194,[5847],[0.9848994],-190.40782,3966999,3988103,768
153,gpt2,wikitext-512,50257,768,153,768,4879230,[5017],[0.07649171],-125.49253747166607,[5017],[0.05920084],-125.23629,3882771,3035975,768
154,gpt2,wikitext-512,50257,768,154,768,4679033,[1267],[0.50352756],-62.022333478501544,[1267],[0.54169893],-62.09541,3828662,2712073,768
155,gpt2,wikitext-512,50257,768,155,768,4587691,[3700],[0.47635953],-77.2702126504121,[3700],[0.39667115],-77.08715,3908097,3181881,768
156,gpt2,wikitext-512,50257,768,156,768,4009875,[286],[0.93552965],121.2151409737857,[286],[0.95606315],121.19343,3824418,2269966,768
157,gpt2,wikitext-512,50257,768,157,768,5409419,[373],[0.15324569],-96.41635564058194,[373],[0.12985837],-96.25076,4097096,3620677,768
158,gpt2,wikitext-512,50257,768,158,768,7822204,[20514],[0.32727195],-73.93201691279813,[20514],[0.37888888],-74.07848,3925506,2831216,768
159,gpt2,wikitext-512,50257,768,159,768,5266069,[416],[0.72859617],-79.71076913425344,[416],[0.83013666],-79.84125,3945603,3684521,768
160,gpt2,wikitext-512,50257,768,160,768,4320303,[606],[0.40769652],-59.111888745316506,[606],[0.43196115],-59.1697,3842916,3135120,768
161,gpt2,wikitext-512,50257,768,161,768,4814345,[764],[0.77838413],-33.67718398116744,[764],[0.8139809],-33.72191,3923191,3845038,768
162,gpt2,wikitext-512,50257,768,162,768,4411231,[383],[0.18975779],-140.85013916403602,[383],[0.16984835],-140.73929,3885747,2185703,768
163,gpt2,wikitext-512,50257,768,163,768,5499320,[329],[0.57653211],135.96693823347047,[329],[0.61692494],135.89922,3890224,4371101,768
164,gpt2,wikitext-512,50257,768,164,768,4589079,[4120],[0.37899734],-93.95753879086284,[4120],[0.32051018],-93.7899,3841901,3653120,768
165,gpt2,wikitext-512,50257,768,165,768,6743738,[10508],[0.03925609],-100.62097095441499,[10508],[0.05877963],-101.024666,4096432,4019580,768
166,gpt2,wikitext-512,50257,768,166,768,5187593,[689],[0.99848537],-92.55510959229768,[689],[0.99893266],-92.55555,3822008,3855690,768
167,gpt2,wikitext-512,50257,768,167,768,4165587,[12],[0.86837068],148.78591199884318,[12],[0.94198245],148.70456,3860700,2952021,768
168,gpt2,wikitext-512,50257,768,168,768,4236301,[257],[0.3694178],-64.90232054812591,[257],[0.3738988],-64.91438,3827332,3627508,768
169,gpt2,wikitext-512,50257,768,169,768,5203497,[2536],[0.65950488],-49.266511497110194,[2536],[0.679551],-49.296448,3829600,3015524,768
170,gpt2,wikitext-512,50257,768,170,768,6519753,[663],[0.27425251],-45.156412977188694,[663],[0.30678877],-45.26853,4138685,3490548,768
171,gpt2,wikitext-512,50257,768,171,768,5968201,[2422],[0.21187974],-86.19542541351761,[2422],[0.19782716],-86.12682,4061720,3634650,768
172,gpt2,wikitext-512,50257,768,172,768,4175561,[796],[0.80275129],-60.39862919776266,[796],[0.8486151],-60.454178,4029995,2806556,768
173,gpt2,wikitext-512,50257,768,173,768,4880016,[511],[0.56911917],-70.06150241765687,[511],[0.6924302],-70.257614,4297266,3733670,768
174,gpt2,wikitext-512,50257,768,174,768,4635033,[1494],[0.07509039],-138.695132221134,[1494],[0.07978076],-138.75569,3948427,2725776,768
175,gpt2,wikitext-512,50257,768,175,768,5008240,[11859],[0.02655049],-106.21829318395555,[11859],[0.01741106],-105.79634,4081482,2708963,768
176,gpt2,wikitext-512,50257,768,176,768,3968171,[284],[0.30280493],-103.54520167268487,[284],[0.33775657],-103.65443,3877128,3095102,768
177,gpt2,wikitext-512,50257,768,177,768,4291894,[12807],[0.99985076],-212.98996305785406,[12807],[0.9998286],-212.98996,3825390,3940425,768
178,gpt2,wikitext-512,50257,768,178,768,5280528,[3101],[0.96851503],-79.43237944657612,[3101],[0.9653237],-79.42909,3883066,3284097,768
179,gpt2,wikitext-512,50257,768,179,768,5880728,[351],[0.23093254],-118.08921046370467,[351],[0.2585533],-118.20218,3889489,2631868,768
180,gpt2,wikitext-512,50257,768,180,768,4938794,[337],[0.05867642],-75.4654758278433,[337],[0.06773629],-75.60906,4008003,2685061,768
181,gpt2,wikitext-512,50257,768,181,768,5474452,[34592],[0.86959137],-198.8103108622468,[34592],[0.87924093],-198.82137,3871743,4327024,768
182,gpt2,wikitext-512,50257,768,182,768,3836617,[198],[0.99779388],-246.8351022334432,[198],[0.99688196],-246.83418,3822797,3955761,768
183,gpt2,wikitext-512,50257,768,183,768,4536713,[383],[0.35134726],-83.49172425802013,[383],[0.2507168],-83.15428,3949435,3500107,768
184,gpt2,wikitext-512,50257,768,184,768,4391070,[16487],[0.92928765],-53.736599572771624,[16487],[0.97130513],-53.780823,3844945,3641948,768
185,gpt2,wikitext-512,50257,768,185,768,4418487,[764],[0.36254623],-88.8843911670657,[764],[0.34861252],-88.84521,3956201,3549672,768
186,gpt2,wikitext-512,50257,768,186,768,4668904,[290],[0.12752824],-71.39568357657443,[290],[0.10247541],-71.17698,3843664,2913685,768
187,gpt2,wikitext-512,50257,768,187,768,4655920,[679],[0.3157526],-110.16246554612825,[679],[0.2961424],-110.09834,3992778,3330807,768
188,gpt2,wikitext-512,50257,768,188,768,4825252,[717],[0.2255285],-117.47024022710393,[717],[0.25081262],-117.57649,3865028,3251588,768
189,gpt2,wikitext-512,50257,768,189,768,5887360,[286],[0.5520032],-61.839430461707444,[286],[0.5813947],-61.891315,3837617,4111913,768
