,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
74,gpt2,wikitext-512,50257,768,74,768,4905388,[284],[0.47934595],-45.352493076624036,[284],[0.5121681],-45.418728,4058844,4314478,768
75,gpt2,wikitext-512,50257,768,75,768,6832806,[272],[0.04102004],-90.47942402718067,[272],[0.03690236],-90.373634,3900582,4862615,768
76,gpt2,wikitext-512,50257,768,76,768,6618263,[833],[0.47068539],-1.7151684261578395,[833],[0.47104374],-1.7159348,4154736,4667108,768
77,gpt2,wikitext-512,50257,768,77,768,5293626,[464],[0.12300883],-87.87240398095402,[464],[0.12900448],-87.91996,4677067,3213845,768
78,gpt2,wikitext-512,50257,768,78,768,4891903,[837],[0.28400638],-108.58202357456459,[837],[0.27172586],-108.53779,3859934,3389462,768
79,gpt2,wikitext-512,50257,768,79,768,4638336,[373],[0.10546784],-126.4232887000214,[373],[0.11439317],-126.50454,3907754,3100302,768
80,gpt2,wikitext-512,50257,768,80,768,6295364,[4365],[0.1049465],-123.71397241171367,[4365],[0.10277872],-123.693085,4171373,3865018,768
81,gpt2,wikitext-512,50257,768,81,768,5603733,[290],[0.20666994],-112.42074322133814,[290],[0.19380134],-112.35647,4032121,5871312,768
82,gpt2,wikitext-512,50257,768,82,768,5101766,[764],[0.27584288],-94.48369783797723,[764],[0.27133983],-94.46724,4173452,3443587,768
83,gpt2,wikitext-512,50257,768,83,768,7839961,[257],[0.11006009],-115.96579472336514,[257],[0.11970784],-116.04978,4435200,3543168,768
84,gpt2,wikitext-512,50257,768,84,768,4204727,[973],[0.10364439],-131.58086668512829,[517],[0.07220224],-131.16223,3981825,3051395,768
85,gpt2,wikitext-512,50257,768,85,768,4363588,[6149],[0.12499567],-121.39192122205716,[6149],[0.10240622],-121.192566,3914194,3769546,768
86,gpt2,wikitext-512,50257,768,86,768,4102652,[423],[0.36677845],-112.05046949322016,[423],[0.31625143],-111.90226,3861797,2758466,768
87,gpt2,wikitext-512,50257,768,87,768,6194924,[287],[0.14815278],-85.08659773974237,[287],[0.14059436],-85.034225,4434471,4072694,768
88,gpt2,wikitext-512,50257,768,88,768,4793797,[484],[0.63962977],-98.48447732020391,[484],[0.6457181],-98.49396,4221613,3863540,768
89,gpt2,wikitext-512,50257,768,89,768,5665474,[837],[0.25974683],-74.35211693333528,[837],[0.23188108],-74.2386,4516485,4405370,768
90,gpt2,wikitext-512,50257,768,90,768,7426903,[50026],[0.03927647],-98.62526669543927,[50026],[0.03742447],-98.57697,4551892,4520685,768
91,gpt2,wikitext-512,50257,768,91,768,4225398,[379],[0.17608072],-113.09772857694625,[379],[0.18247594],-113.133446,3854473,3415016,768
92,gpt2,wikitext-512,50257,768,92,768,6788985,[5401],[0.10850957],-88.69218432488546,[5401],[0.12509382],-88.8344,4196762,3140758,768
93,gpt2,wikitext-512,50257,768,93,768,5909586,[350],[0.03830348],-68.94549571964336,[350],[0.04301755],-69.061554,3976481,3628282,768
94,gpt2,wikitext-512,50257,768,94,768,6252915,[262],[0.10861055],-117.14520190024429,[262],[0.12654237],-117.29805,4500488,4109434,768
95,gpt2,wikitext-512,50257,768,95,768,6103250,[628],[0.7375839],34.33968427532767,[628],[0.7452975],34.32929,4118515,4683245,768
96,gpt2,wikitext-512,50257,768,96,768,6008634,[10181],[0.17892442],-87.20183089158188,[10181],[0.17744082],-87.19355,3872365,3726527,768
97,gpt2,wikitext-512,50257,768,97,768,6580668,[628],[0.31431683],25.861113948776214,[628],[0.34778962],25.759909,4430032,5066994,768
98,gpt2,wikitext-512,50257,768,98,768,5554397,[31718],[0.12244462],-71.47294742159207,[31718],[0.14195514],-71.6208,3912725,3961797,768
99,gpt2,wikitext-512,50257,768,99,768,4958829,[1588],[0.28744033],-123.67711865269226,[1588],[0.28331748],-123.66266,3959807,3636849,768
100,gpt2,wikitext-512,50257,768,100,768,4280466,[4793],[0.32997615],-106.63581772128701,[4793],[0.35583994],-106.711334,3828160,5088909,768
101,gpt2,wikitext-512,50257,768,101,768,4873519,[360],[0.10228959],-100.56945596664545,[360],[0.08976719],-100.438866,4357152,3213781,768
102,gpt2,wikitext-512,50257,768,102,768,3824915,[198],[0.99938019],-252.45999706599363,[198],[0.9993895],-252.45998,3820143,3913685,768
103,gpt2,wikitext-512,50257,768,103,768,5483728,[262],[0.78846385],-36.49802235534479,[262],[0.7800807],-36.48734,4356180,3346604,768
104,gpt2,wikitext-512,50257,768,104,768,4324371,[373],[0.17536568],-103.63332463221981,[373],[0.16580123],-103.57721,4023159,3695566,768
105,gpt2,wikitext-512,50257,768,105,768,5205032,[4075],[0.11596709],-131.47320623352684,[4075],[0.11551191],-131.4693,4003544,3549787,768
106,gpt2,wikitext-512,50257,768,106,768,5948355,[257],[0.27886132],-70.62334995416478,[257],[0.27385303],-70.605225,4728406,4992379,768
107,gpt2,wikitext-512,50257,768,107,768,8755644,[5057],[0.06150021],-104.82337635965014,[5057],[0.05876183],-104.77782,3873843,3955313,768
108,gpt2,wikitext-512,50257,768,108,768,4663241,[764],[0.30436954],-79.64056540369515,[764],[0.31970248],-79.68971,4005844,3591228,768
109,gpt2,wikitext-512,50257,768,109,768,6256610,[35085],[0.06524863],-83.07875360340627,[35085],[0.06654532],-83.09842,3984513,4029584,768
110,gpt2,wikitext-512,50257,768,110,768,5801915,[262],[0.28944645],-91.56325458138836,[262],[0.29159325],-91.570656,4058438,3966884,768
111,gpt2,wikitext-512,50257,768,111,768,5124243,[511],[0.21835748],-111.68360896788549,[511],[0.20426671],-111.61689,4100124,3844767,768
112,gpt2,wikitext-512,50257,768,112,768,4475184,[925],[0.43850193],-110.74166422990771,[925],[0.43360242],-110.73043,4114146,3427741,768
113,gpt2,wikitext-512,50257,768,113,768,6347212,[309],[0.1665382],-106.17873711577865,[309],[0.20081657],-106.365906,4208432,3185371,768
114,gpt2,wikitext-512,50257,768,114,768,6202671,[357],[0.286826],-84.3178319055968,[357],[0.2985427],-84.35785,4233801,4001842,768
115,gpt2,wikitext-512,50257,768,115,768,4958972,[284],[0.48584388],-39.60147342283529,[284],[0.4159365],-39.446117,3833981,3874038,768
116,gpt2,wikitext-512,50257,768,116,768,4999454,[21247],[0.06089138],-121.22506371310443,[21247],[0.05707816],-121.16042,3854833,4067956,768
117,gpt2,wikitext-512,50257,768,117,768,5647354,[4395],[0.08643614],-116.13690146591176,[4395],[0.06988091],-115.92427,4032665,3813121,768
118,gpt2,wikitext-512,50257,768,118,768,4285317,[373],[0.23880452],-122.93774783036525,[373],[0.20976475],-122.808105,3894784,2739097,768
119,gpt2,wikitext-512,50257,768,119,768,4740236,[764],[0.51824887],-102.29126291756116,[764],[0.55310875],-102.35635,3904898,4578628,768
120,gpt2,wikitext-512,50257,768,120,768,5749049,[764],[0.61194061],-63.982276252750374,[764],[0.60573286],-63.972088,3839190,2893900,768
121,gpt2,wikitext-512,50257,768,121,768,7938140,[943],[0.05427305],-88.56467376701193,[943],[0.06166079],-88.692276,4080218,3268544,768
122,gpt2,wikitext-512,50257,768,122,768,5083591,[19690],[0.48378004],-97.75509149264926,[19690],[0.48016438],-97.747604,3886371,3416644,768
123,gpt2,wikitext-512,50257,768,123,768,5268461,[257],[0.20422584],-117.02431754060258,[257],[0.21519002],-117.07662,4094637,3511349,768
124,gpt2,wikitext-512,50257,768,124,768,6015889,[587],[0.43322489],-121.05666728231803,[587],[0.43752393],-121.066536,4088427,4709488,768
125,gpt2,wikitext-512,50257,768,125,768,4919004,[3785],[0.2389978],-118.86417025715059,[3785],[0.23739581],-118.85744,4110664,3100590,768
126,gpt2,wikitext-512,50257,768,126,768,4963028,[2026],[0.65955777],-139.7260414624433,[2026],[0.57114196],-139.58212,4241210,5467555,768
127,gpt2,wikitext-512,50257,768,127,768,5904134,[1267],[0.28069617],-73.49927767604106,[1267],[0.2758535],-73.481865,4213321,3806283,768
128,gpt2,wikitext-512,50257,768,128,768,4125159,[5816],[0.18090486],-149.49004509881485,[5816],[0.20985556],-149.63849,3906840,3174365,768
129,gpt2,wikitext-512,50257,768,129,768,6293860,[257],[0.09089502],-114.5686552382134,[257],[0.08546616],-114.50709,4804954,4930019,768
130,gpt2,wikitext-512,50257,768,130,768,6273662,[257],[0.31392108],-93.63232567421775,[257],[0.303712],-93.599266,4142048,4943886,768
131,gpt2,wikitext-512,50257,768,131,768,5664423,[14089],[0.63355672],-69.57958974126333,[14089],[0.6911644],-69.66662,4281997,4105684,768
132,gpt2,wikitext-512,50257,768,132,768,5987622,[284],[0.47538173],-82.5128020568947,[284],[0.42871422],-82.40947,3983272,5742480,768
133,gpt2,wikitext-512,50257,768,133,768,5068269,[10256],[0.12906527],-104.9670511843115,[10256],[0.10620913],-104.77212,3834967,4800561,768
134,gpt2,wikitext-512,50257,768,134,768,4212522,[373],[0.42949625],-61.060848330260896,[373],[0.4385975],-61.081825,3966807,3316712,768
135,gpt2,wikitext-512,50257,768,135,768,4360986,[82],[0.95514025],-75.41415540210701,[82],[0.9400889],-75.39828,4025909,4852783,768
136,gpt2,wikitext-512,50257,768,136,768,5012535,[547],[0.55376246],-109.89581221095528,[547],[0.5257319],-109.84385,4166235,4233438,768
137,gpt2,wikitext-512,50257,768,137,768,5550208,[262],[0.4367331],-77.324620260247,[262],[0.3470901],-77.09489,4663005,3401659,768
138,gpt2,wikitext-512,50257,768,138,768,5944339,[286],[0.41041742],-94.2518755037284,[286],[0.3871128],-94.19342,4220026,5604768,768
139,gpt2,wikitext-512,50257,768,139,768,4858335,[282],[0.55322507],-196.7159777733531,[282],[0.55571485],-196.72055,3828848,5441276,768
140,gpt2,wikitext-512,50257,768,140,768,4941277,[31],[0.99329929],-230.4199582608059,[31],[0.9912636],-230.41792,3888375,3937804,768
141,gpt2,wikitext-512,50257,768,141,768,4612559,[554],[0.22627934],-111.41917397170111,[554],[0.22306582],-111.40491,4050305,3148995,768
142,gpt2,wikitext-512,50257,768,142,768,4402077,[262],[0.15897598],-122.3325829535756,[262],[0.13765286],-122.18859,3957226,2942645,768
143,gpt2,wikitext-512,50257,768,143,768,7302696,[428],[0.1374828],-117.67122293838732,[428],[0.14736895],-117.740685,4542042,5717120,768
144,gpt2,wikitext-512,50257,768,144,768,4504881,[764],[0.19415239],-108.24105316393978,[764],[0.19596703],-108.25036,3853939,4287257,768
145,gpt2,wikitext-512,50257,768,145,768,6256921,[13],[0.17561191],-28.229297943680617,[13],[0.18484376],-28.280527,4331933,4786173,768
146,gpt2,wikitext-512,50257,768,146,768,5438652,[287],[0.28554894],-100.38003521788633,[287],[0.31908315],-100.49106,4026865,4034559,768
147,gpt2,wikitext-512,50257,768,147,768,5375658,[3700],[0.10139102],-86.77335545174813,[3700],[0.09555496],-86.71408,3827107,4232660,768
148,gpt2,wikitext-512,50257,768,148,768,4934059,[383],[0.20374053],-135.74263386368608,[383],[0.17412041],-135.58554,4235940,3527218,768
149,gpt2,wikitext-512,50257,768,149,768,6627058,[628],[0.14544567],-74.62147054357327,[628],[0.15132308],-74.6611,4453894,4030435,768
150,gpt2,wikitext-512,50257,768,150,768,7834580,[1271],[0.27949877],-101.45019529445807,[1271],[0.2913396],-101.49173,4020008,4273527,768
151,gpt2,wikitext-512,50257,768,151,768,4824794,[13],[0.39073483],75.52723527658573,[13],[0.37560546],75.56672,3955178,4361897,768
152,gpt2,wikitext-512,50257,768,152,768,5739166,[5847],[0.99291987],-190.4159293579121,[5847],[0.98489916],-190.40785,4154210,4540907,768
153,gpt2,wikitext-512,50257,768,153,768,5371093,[5017],[0.06605818],-125.34590616700639,[5017],[0.05920166],-125.23629,3985119,3649170,768
154,gpt2,wikitext-512,50257,768,154,768,5259416,[1267],[0.52491642],-62.06393790141629,[1267],[0.5416971],-62.095413,3846814,3509586,768
155,gpt2,wikitext-512,50257,768,155,768,5077119,[3700],[0.45913876],-77.23338461755256,[3700],[0.3966711],-77.08715,4067642,3581624,768
156,gpt2,wikitext-512,50257,768,156,768,4094804,[286],[0.94495752],121.20511384301089,[286],[0.9560633],121.19343,3834611,2636976,768
157,gpt2,wikitext-512,50257,768,157,768,7388622,[373],[0.13829066],-96.31367854996479,[373],[0.12985931],-96.25076,4546360,4887072,768
158,gpt2,wikitext-512,50257,768,158,768,9282180,[20514],[0.35339044],-74.00879893950452,[20514],[0.37889028],-74.078476,4084732,3461547,768
159,gpt2,wikitext-512,50257,768,159,768,5649182,[416],[0.77202837],-79.76867843914422,[416],[0.8301377],-79.84124,4184233,4520842,768
160,gpt2,wikitext-512,50257,768,160,768,4487367,[606],[0.42373492],-59.15046609334909,[606],[0.43195978],-59.1697,3884611,3598217,768
161,gpt2,wikitext-512,50257,768,161,768,5052866,[764],[0.76695238],-33.662396174802275,[764],[0.8139804],-33.72191,4092750,4188401,768
162,gpt2,wikitext-512,50257,768,162,768,4659580,[383],[0.18215641],-140.80925643500223,[383],[0.16984387],-140.73929,4003277,2536493,768
163,gpt2,wikitext-512,50257,768,163,768,5798489,[329],[0.58933945],135.9449516707106,[329],[0.61692446],135.89922,4010947,4918408,768
164,gpt2,wikitext-512,50257,768,164,768,4943321,[4120],[0.35821811],-93.90115167343274,[4120],[0.32050997],-93.7899,3897881,4196003,768
165,gpt2,wikitext-512,50257,768,165,768,9118361,[10508],[0.04720914],-100.80545187246263,[10508],[0.05877965],-101.024666,4588148,4558779,768
166,gpt2,wikitext-512,50257,768,166,768,5554297,[689],[0.99861223],-92.55523663215392,[689],[0.99893266],-92.55556,3829949,4483976,768
167,gpt2,wikitext-512,50257,768,167,768,4368680,[12],[0.91074282],148.73827012018586,[12],[0.94198203],148.70454,3942538,3389503,768
168,gpt2,wikitext-512,50257,768,168,768,4456845,[257],[0.37773884],-64.92460299568651,[257],[0.37390187],-64.91438,3851211,4075309,768
169,gpt2,wikitext-512,50257,768,169,768,5615639,[2536],[0.67874797],-49.295264374807594,[2536],[0.6795504],-49.296448,3844203,3733215,768
170,gpt2,wikitext-512,50257,768,170,768,7649870,[663],[0.28882501],-45.20818473691888,[663],[0.30679065],-45.268528,4590214,3992603,768
171,gpt2,wikitext-512,50257,768,171,768,7123592,[2422],[0.20367851],-86.1559799251424,[2422],[0.19782865],-86.12682,4388024,4235294,768
172,gpt2,wikitext-512,50257,768,172,768,4320107,[796],[0.81547157],-60.41433937135378,[796],[0.84861475],-60.45418,4377246,3264506,768
173,gpt2,wikitext-512,50257,768,173,768,6401145,[511],[0.60766382],-70.12704963119847,[511],[0.69243157],-70.25761,5116964,5204346,768
174,gpt2,wikitext-512,50257,768,174,768,5117655,[1494],[0.07679333],-138.7175421680182,[1494],[0.07977961],-138.75569,4137903,3094780,768
175,gpt2,wikitext-512,50257,768,175,768,5867179,[11859],[0.02305718],-106.07722970038942,[11859],[0.0174108],-105.79634,4486364,3149263,768
176,gpt2,wikitext-512,50257,768,176,768,4450379,[284],[0.30737438],-103.56020988330808,[284],[0.3377592],-103.65443,3957529,4656088,768
177,gpt2,wikitext-512,50257,768,177,768,4457798,[12807],[0.99983995],-212.98995224054133,[12807],[0.9998286],-212.98994,3832547,4475324,768
178,gpt2,wikitext-512,50257,768,178,768,5691774,[3101],[0.96598679],-79.42975035165406,[3101],[0.9653243],-79.429085,4000719,4311851,768
179,gpt2,wikitext-512,50257,768,179,768,6651776,[351],[0.24736666],-118.15794125278434,[351],[0.25855368],-118.20218,4009814,3013045,768
180,gpt2,wikitext-512,50257,768,180,768,5952061,[337],[0.06709358],-75.59951112388849,[337],[0.06773636],-75.60906,4311366,3053959,768
181,gpt2,wikitext-512,50257,768,181,768,5945510,[34592],[0.86912661],-198.8097762605964,[34592],[0.879244],-198.82135,3933171,4938622,768
182,gpt2,wikitext-512,50257,768,182,768,3912590,[198],[0.99888412],-246.83622480239373,[198],[0.99688196],-246.83418,3831226,4019946,768
183,gpt2,wikitext-512,50257,768,183,768,4882719,[383],[0.3276689],-83.42195282085963,[383],[0.25071555],-83.15428,4158751,3946041,768
184,gpt2,wikitext-512,50257,768,184,768,4618495,[16487],[0.94788939],-53.75642669429258,[16487],[0.97130513],-53.780827,3885881,4038087,768
185,gpt2,wikitext-512,50257,768,185,768,4617922,[764],[0.34735226],-88.84157096602686,[764],[0.34861496],-88.8452,4163932,4050702,768
186,gpt2,wikitext-512,50257,768,186,768,5327667,[290],[0.12215394],-71.3526354051715,[290],[0.102474],-71.17698,3883222,3367030,768
187,gpt2,wikitext-512,50257,768,187,768,4945074,[679],[0.31582013],-110.16267941003622,[679],[0.29614028],-110.09834,4268520,3530068,768
188,gpt2,wikitext-512,50257,768,188,768,5325519,[717],[0.23514735],-117.51199837086591,[717],[0.25081116],-117.57649,3961153,3758574,768
189,gpt2,wikitext-512,50257,768,189,768,6601372,[286],[0.57627525],-61.882477287485045,[286],[0.5813928],-61.89132,3865433,5075945,768
