,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
23,gpt2,penn_treebank_512,50257,768,23,768,4515126,[587],[0.11032349],-121.87578551194625,[587],[0.16285416],-122.265144,3945295,2591657,768
24,gpt2,penn_treebank_512,50257,768,24,768,4315029,[29],[0.97620831],147.34838958748685,[29],[0.98831207],147.33606,4313346,3181187,768
25,gpt2,penn_treebank_512,50257,768,25,768,4468503,[389],[0.09257577],-126.6837944660113,[389],[0.1139128],-126.89121,3979653,3580734,768
26,gpt2,penn_treebank_512,50257,768,26,768,5940401,[198],[0.14016751],-118.84981833631906,[198],[0.14728072],-118.89933,3936471,2574535,768
27,gpt2,penn_treebank_512,50257,768,27,768,6382865,[1279],[0.17494136],-95.0562103426623,[1279],[0.13957903],-94.830376,3821221,3540117,768
28,gpt2,penn_treebank_512,50257,768,28,768,8338944,[20983],[0.05023473],-120.22195640544723,[20983],[0.04900882],-120.19723,3867973,2532850,768
29,gpt2,penn_treebank_512,50257,768,29,768,4153295,[198],[0.17721269],-124.93455051244004,[198],[0.21429943],-125.124565,3830461,3285475,768
30,gpt2,penn_treebank_512,50257,768,30,768,4893551,[1279],[0.12153998],-121.23443742294832,[1279],[0.13088232],-121.30849,3923404,3445229,768
31,gpt2,penn_treebank_512,50257,768,31,768,4678558,[286],[0.23893388],-94.20348712396755,[286],[0.24464577],-94.22711,3888030,2276759,768
32,gpt2,penn_treebank_512,50257,768,32,768,4121713,[657],[0.06642353],-154.8488124401701,[657],[0.07006338],-154.90213,3853197,2965267,768
33,gpt2,penn_treebank_512,50257,768,33,768,4510357,[198],[0.218518],-112.93893670898304,[198],[0.25928146],-113.109985,3914094,3158929,768
34,gpt2,penn_treebank_512,50257,768,34,768,4943003,[198],[0.20212521],-88.01282640584094,[198],[0.23554718],-88.165855,3901868,3527507,768
35,gpt2,penn_treebank_512,50257,768,35,768,4345885,[2954],[0.94886842],-214.5025533149486,[2954],[0.9910458],-214.54604,3832011,3497127,768
36,gpt2,penn_treebank_512,50257,768,36,768,4376847,[2954],[0.90174954],-217.17239939744525,[2954],[0.9425626],-217.21667,3841723,2776803,768
37,gpt2,penn_treebank_512,50257,768,37,768,4574332,[9044],[0.82123754],-54.69661944067442,[9044],[0.8729698],-54.75771,3862806,2790931,768
38,gpt2,penn_treebank_512,50257,768,38,768,4288525,[307],[0.13553886],-140.01914229586365,[307],[0.12852298],-139.96599,3880671,2600392,768
39,gpt2,penn_treebank_512,50257,768,39,768,4338805,[29],[0.98347208],134.16298255808476,[29],[0.9921445],134.15422,4105260,3213834,768
40,gpt2,penn_treebank_512,50257,768,40,768,5892508,[1279],[0.21647089],36.5378752038647,[262],[0.50741285],36.455326,3899844,3314662,768
41,gpt2,penn_treebank_512,50257,768,41,768,3820889,[198],[0.99914707],-252.83656430859324,[198],[0.9997092],-252.83714,3819730,2738572,768
42,gpt2,penn_treebank_512,50257,768,42,768,4153485,[79],[0.98302432],-229.5977772588115,[79],[0.99677986],-229.61168,3830556,3544308,768
43,gpt2,penn_treebank_512,50257,768,43,768,4176220,[15294],[0.132648],-154.57145071035228,[15294],[0.1242936],-154.50633,3867726,2552177,768
44,gpt2,penn_treebank_512,50257,768,44,768,4445491,[29],[0.98868029],-151.65710328435514,[29],[0.9936242],-151.66214,3964578,3263080,768
45,gpt2,penn_treebank_512,50257,768,45,768,4360626,[967],[0.98224489],-210.51429667897557,[967],[0.9973341],-210.52953,3837356,3167426,768
46,gpt2,penn_treebank_512,50257,768,46,768,4881997,[1957],[0.19685167],-119.1856159181367,[1957],[0.20524482],-119.227394,3867080,3279927,768
47,gpt2,penn_treebank_512,50257,768,47,768,4697686,[339],[0.09079421],-128.1429087289787,[339],[0.08605108],-128.08926,3956908,3354665,768
48,gpt2,penn_treebank_512,50257,768,48,768,4574947,[318],[0.22859308],-128.57414545541965,[318],[0.27024478],-128.74155,3886545,2888588,768
49,gpt2,penn_treebank_512,50257,768,49,768,5191694,[2042],[0.29364699],-119.56087794916921,[2042],[0.3043123],-119.59658,4022239,2901553,768
50,gpt2,penn_treebank_512,50257,768,50,768,4443419,[6441],[0.13539797],-109.49781568562759,[6441],[0.07908877],-108.960175,3912710,2796126,768
51,gpt2,penn_treebank_512,50257,768,51,768,8185416,[12],[0.46871584],7.164838270722028,[12],[0.6833226],6.787867,3828878,4382086,768
52,gpt2,penn_treebank_512,50257,768,52,768,8235927,[3331],[0.09499604],-96.74942775087685,[3331],[0.12819561],-97.04916,4073458,3581676,768
53,gpt2,penn_treebank_512,50257,768,53,768,6892723,[6710],[0.19697406],-68.89036192426482,[6710],[0.21428894],-68.97459,3820407,2092371,768
54,gpt2,penn_treebank_512,50257,768,54,768,4402699,[1279],[0.38536057],-106.98188712620934,[1279],[0.3157795],-106.782745,3918997,3463363,768
55,gpt2,penn_treebank_512,50257,768,55,768,6512136,[4283],[0.03763854],-103.82291902894308,[4283],[0.0502799],-104.112526,3872124,3541108,768
56,gpt2,penn_treebank_512,50257,768,56,768,5948937,[1279],[0.15415096],-98.73852973849495,[1279],[0.1746995],-98.86366,3824560,2438111,768
57,gpt2,penn_treebank_512,50257,768,57,768,4850758,[198],[0.51970803],-107.43330334109712,[198],[0.53681844],-107.465706,3934712,3169700,768
58,gpt2,penn_treebank_512,50257,768,58,768,4762628,[734],[0.0476087],-133.76980501522382,[734],[0.06116141],-134.02028,4031685,2884067,768
59,gpt2,penn_treebank_512,50257,768,59,768,4583651,[2954],[0.98273048],-211.97014371064424,[2954],[0.9938356],-211.9814,3842681,2922250,768
60,gpt2,penn_treebank_512,50257,768,60,768,5918725,[4311],[0.38300161],-65.97943949905252,[4311],[0.41212112],-66.05271,3838324,2036510,768
61,gpt2,penn_treebank_512,50257,768,61,768,4125438,[88],[0.99502957],-236.38912117573943,[88],[0.9962375],-236.39034,3831590,3111077,768
62,gpt2,penn_treebank_512,50257,768,62,768,4969298,[198],[0.12691989],-101.1041892046886,[198],[0.15913449],-101.33041,3881679,2706809,768
63,gpt2,penn_treebank_512,50257,768,63,768,4620984,[29],[0.98912544],116.26570248789973,[29],[0.9958326],116.258965,4043263,2998967,768
64,gpt2,penn_treebank_512,50257,768,64,768,5448104,[1279],[0.18995621],-80.10479297041421,[1279],[0.17064214],-79.99758,3980644,3735056,768
65,gpt2,penn_treebank_512,50257,768,65,768,5691831,[1479],[0.14765301],-112.4006701722999,[1479],[0.14960757],-112.41381,4097448,3723876,768
66,gpt2,penn_treebank_512,50257,768,66,768,5243225,[1910],[0.05334905],-100.41588741905622,[1910],[0.05525708],-100.45103,3933669,3629581,768
67,gpt2,penn_treebank_512,50257,768,67,768,5724751,[198],[0.08869305],-100.96896683556697,[198],[0.10101409],-101.09906,4235502,3415510,768
68,gpt2,penn_treebank_512,50257,768,68,768,4202502,[4354],[0.81039074],-50.662289323072464,[4354],[0.85316133],-50.71372,3903398,2757053,768
69,gpt2,penn_treebank_512,50257,768,69,768,4550155,[286],[0.3982826],-89.0163572101218,[286],[0.42825213],-89.08891,3824809,2916442,768
70,gpt2,penn_treebank_512,50257,768,70,768,4823747,[3084],[0.35763086],-113.36014328873303,[3084],[0.47434744],-113.6426,3828183,2632349,768
71,gpt2,penn_treebank_512,50257,768,71,768,4685298,[1966],[0.10248917],-91.0890367508941,[1966],[0.11333978],-91.18964,3987396,3099274,768
72,gpt2,penn_treebank_512,50257,768,72,768,4143340,[198],[0.09762519],-119.13437113856173,[198],[0.100901],-119.167366,3871326,2961748,768
73,gpt2,penn_treebank_512,50257,768,73,768,4569209,[3227],[0.08160362],-127.01035367176694,[3227],[0.07825081],-126.968445,3928347,2827594,768
74,gpt2,penn_treebank_512,50257,768,74,768,4821739,[13],[0.72788388],142.74949851364696,[13],[0.68215424],142.81435,3838547,2971477,768
75,gpt2,penn_treebank_512,50257,768,75,768,6996588,[329],[0.37845367],-105.92879766877013,[329],[0.40819582],-106.00444,3824767,3376862,768
76,gpt2,penn_treebank_512,50257,768,76,768,4343296,[25091],[0.7326056],-13.477855584543853,[25091],[0.7830794],-13.544483,3997753,3479362,768
77,gpt2,penn_treebank_512,50257,768,77,768,5012133,[1169],[0.10539591],-90.07362277376383,[1169],[0.1398681],-90.3566,3933343,2646764,768
78,gpt2,penn_treebank_512,50257,768,78,768,4735554,[788],[0.09502092],-119.61561822661552,[788],[0.14768705],-120.05661,3980153,3219400,768
79,gpt2,penn_treebank_512,50257,768,79,768,5012889,[287],[0.15223067],-106.20415897303087,[287],[0.19447868],-106.449066,3869689,3393232,768
80,gpt2,penn_treebank_512,50257,768,80,768,5149067,[290],[0.09946891],-100.29938962370414,[290],[0.1556734],-100.74731,3829817,4015497,768
81,gpt2,penn_treebank_512,50257,768,81,768,4898586,[262],[0.13762913],-97.39698006769034,[262],[0.13880122],-97.40546,3954502,2813943,768
82,gpt2,penn_treebank_512,50257,768,82,768,4282453,[2954],[0.9934852],-218.67019118275527,[2954],[0.9969484],-218.67365,3829031,3064936,768
83,gpt2,penn_treebank_512,50257,768,83,768,4718353,[262],[0.31908946],-94.45541061792373,[262],[0.2753288],-94.30789,3978585,2625535,768
84,gpt2,penn_treebank_512,50257,768,84,768,5803421,[5003],[0.07936719],-104.02789897992469,[5003],[0.12285045],-104.464775,3877469,3113310,768
85,gpt2,penn_treebank_512,50257,768,85,768,4646623,[29],[0.93650376],140.6306041805991,[29],[0.9869436],140.57814,3869315,3292759,768
86,gpt2,penn_treebank_512,50257,768,86,768,4410698,[1169],[0.09225237],-94.41347982100447,[1169],[0.08573263],-94.34019,3947525,2194930,768
87,gpt2,penn_treebank_512,50257,768,87,768,4494202,[27],[0.13860658],-105.63286258576255,[27],[0.12857026],-105.55776,3839848,2497568,768
88,gpt2,penn_treebank_512,50257,768,88,768,3821195,[198],[0.99924946],-252.83340139801237,[198],[0.99963975],-252.83379,3819730,3240328,768
89,gpt2,penn_treebank_512,50257,768,89,768,5331074,[319],[0.93326878],103.89723281387643,[319],[0.9157199],103.916245,3970184,3724919,768
90,gpt2,penn_treebank_512,50257,768,90,768,4935415,[29],[0.98985851],145.77261391905463,[29],[0.9901686],145.77228,4150862,3422744,768
91,gpt2,penn_treebank_512,50257,768,91,768,4431824,[284],[0.19207679],-96.42262684805817,[284],[0.20046449],-96.46536,3973838,2816082,768
92,gpt2,penn_treebank_512,50257,768,92,768,4942838,[614],[0.06740252],-111.39026081737164,[614],[0.06615134],-111.37151,3870337,2897480,768
93,gpt2,penn_treebank_512,50257,768,93,768,4110377,[1279],[0.46215833],-40.436644544513165,[1279],[0.47844997],-40.47129,3956478,2287897,768
94,gpt2,penn_treebank_512,50257,768,94,768,4798295,[2954],[0.96715535],-217.83431015696831,[2954],[0.99175656],-217.8594,3845032,3497755,768
95,gpt2,penn_treebank_512,50257,768,95,768,4243115,[2954],[0.96369339],-220.40213533796612,[2954],[0.9890231],-220.42809,3834326,3348086,768
96,gpt2,penn_treebank_512,50257,768,96,768,6207522,[72],[0.04956408],-107.27904235605762,[72],[0.05577531],-107.39714,3883042,3041796,768
97,gpt2,penn_treebank_512,50257,768,97,768,4903875,[29],[0.96955212],153.9885321335227,[29],[0.9857055],153.97202,3916796,4021267,768
98,gpt2,penn_treebank_512,50257,768,98,768,4568352,[262],[0.30660516],-101.07334445810447,[262],[0.33584478],-101.164444,3879942,2865990,768
99,gpt2,penn_treebank_512,50257,768,99,768,4648676,[1279],[0.60421954],-89.80450142724341,[1279],[0.4564046],-89.52394,3964509,2468014,768
100,gpt2,penn_treebank_512,50257,768,100,768,4184274,[82],[0.87001996],136.13832359411757,[82],[0.954025],136.04614,3839981,2238556,768
101,gpt2,penn_treebank_512,50257,768,101,768,4619232,[1279],[0.21472515],-108.33169786067637,[1279],[0.17962319],-108.15322,3903460,3695830,768
102,gpt2,penn_treebank_512,50257,768,102,768,4311188,[373],[0.24974984],-122.82811283852315,[373],[0.24520594],-122.80976,3999454,2609474,768
103,gpt2,penn_treebank_512,50257,768,103,768,3821387,[198],[0.99850845],-252.2774685164571,[198],[0.999716],-252.2787,3819730,2643694,768
104,gpt2,penn_treebank_512,50257,768,104,768,4128558,[416],[0.26189508],-109.39118385952274,[416],[0.26385593],-109.39867,3821750,2694262,768
105,gpt2,penn_treebank_512,50257,768,105,768,4624156,[514],[0.3436357],-108.85770723624087,[514],[0.42579088],-109.07207,3883385,2838371,768
106,gpt2,penn_treebank_512,50257,768,106,768,5754770,[262],[0.13797045],-114.05560017340603,[262],[0.15244517],-114.155334,3837856,2287485,768
