model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
google_gemma-7b,penn_treebank,256000,3072,26,3072,186243528,[235256],[0.84300335],-20.83410418608431,[235256],[0.8645431],-20.859322,78595074,119336883,3072
google_gemma-7b,penn_treebank,256000,3072,27,3072,85561678,[207458],[0.0008085],-2.73564038636239,[207458],[0.8770865],-9.724796,78594765,70193361,3072
google_gemma-7b,penn_treebank,256000,3072,28,3072,233521889,[235265],[0.70510128],23.867934183122955,[235265],[0.69308907],23.885136,78601950,196053384,3072
google_gemma-7b,penn_treebank,256000,3072,29,3072,175757116,[5453],[0.90742331],-27.97674065052164,[5453],[0.97046936],-28.04392,78596154,126700705,3072
google_gemma-7b,penn_treebank,256000,3072,30,3072,139912892,[137451],[0.84852718],-17.51747901558239,[137451],[0.83428615],-17.500526,78602307,102410848,3072
google_gemma-7b,penn_treebank,256000,3072,31,3072,191539928,[8363],[0.97793522],-45.58959992286768,[8363],[0.9862395],-45.59808,78597839,181609001,3072
google_gemma-7b,penn_treebank,256000,3072,32,3072,142352013,[218217],[0.85835199],-4.8121389664208705,[218217],[0.8533711],-4.806302,78601489,83370503,3072
google_gemma-7b,penn_treebank,256000,3072,33,3072,182872963,[4887],[0.20641965],-28.87520655477966,[4887],[0.21727197],-28.926455,78598538,126635663,3072
google_gemma-7b,penn_treebank,256000,3072,34,3072,191481691,[1104],[0.86409158],-49.52938810711278,[1104],[0.8911327],-49.56022,78598612,207312644,3072
google_gemma-7b,penn_treebank,256000,3072,35,3072,211536559,[4638],[0.986617],-0.11875501463915779,[4638],[0.98472506],-0.11681127,78595074,171256015,3072
google_gemma-7b,penn_treebank,256000,3072,36,3072,221784786,[235265],[0.70619918],18.238948356588434,[235265],[0.7314652],18.203796,78610846,186529305,3072
google_gemma-7b,penn_treebank,256000,3072,37,3072,149543569,[3838],[0.9705839],-6.2353861007323355,[3838],[0.9894694],-6.254664,78596514,75312434,3072
google_gemma-7b,penn_treebank,256000,3072,38,3072,145881642,[606],[0.28558649],-18.273107241280304,[606],[0.2383147],-18.092186,78595462,103495263,3072
google_gemma-7b,penn_treebank,256000,3072,39,3072,181858705,[1359],[0.9945976],-30.296966380097714,[1359],[0.9974322],-30.299812,78597872,158829688,3072
google_gemma-7b,penn_treebank,256000,3072,40,3072,157757048,[235265],[0.4471295],10.623924433165811,[235265],[0.5324858],10.449228,78601823,166857003,3072
google_gemma-7b,penn_treebank,256000,3072,41,3072,152137913,[235265],[0.4094723],-4.881727359181636,[235265],[0.40029925],-4.8590765,78594765,122192987,3072
google_gemma-7b,penn_treebank,256000,3072,42,3072,180324247,[235265],[0.32860436],-9.064026750454202,[235265],[0.3220122],-9.04377,78606296,161378974,3072
google_gemma-7b,penn_treebank,256000,3072,43,3072,114961185,[207458],[0.99937692],6.239282176961414,[207458],[0.87230915],6.37526,78595074,64800705,3072
google_gemma-7b,penn_treebank,256000,3072,44,3072,186479576,[94681],[0.99642628],6.721950556316784,[94681],[0.9965133],6.721864,78607546,152680558,3072
google_gemma-7b,penn_treebank,256000,3072,45,3072,148437033,[1160],[0.65430019],-16.65603597048666,[1160],[0.6290613],-16.616705,78593769,118750445,3072
google_gemma-7b,penn_treebank,256000,3072,46,3072,152722357,[1163],[0.99870139],-28.76088087236858,[1163],[0.9986014],-28.760767,78600376,129343212,3072
google_gemma-7b,penn_treebank,256000,3072,47,3072,151598188,[7094],[0.74486153],-24.26886620698353,[7094],[0.8323077],-24.379885,78596151,136516005,3072
google_gemma-7b,penn_treebank,256000,3072,48,3072,158037739,[1154],[0.14372032],-21.78947066151602,[1154],[0.14735669],-21.814466,78599332,117182317,3072
google_gemma-7b,penn_treebank,256000,3072,49,3072,178583249,[9591],[0.90334289],21.12400719890337,[9591],[0.9064567],21.120577,78598105,141171621,3072
google_gemma-7b,penn_treebank,256000,3072,50,3072,193609856,[218217],[0.81197449],-26.40877334878901,[218217],[0.7989318],-26.392584,78597150,136163733,3072
google_gemma-7b,penn_treebank,256000,3072,51,3072,215965657,[235265],[0.67272607],3.632911119496828,[235265],[0.65591294],3.658228,78594765,166766003,3072
google_gemma-7b,penn_treebank,256000,3072,52,3072,158533220,[235265],[0.66471587],19.303594414823685,[235265],[0.7336498],19.204967,78594765,128537614,3072
google_gemma-7b,penn_treebank,256000,3072,53,3072,201928991,[1490],[0.57986767],-39.87762155441839,[1490],[0.57678396],-39.872284,78606073,154080225,3072
google_gemma-7b,penn_treebank,256000,3072,54,3072,135193240,[218217],[0.59481156],-18.6123443772275,[218217],[0.5277351],-18.492722,78602817,113895475,3072
google_gemma-7b,penn_treebank,256000,3072,55,3072,121820219,[1180],[0.95885494],-15.44137915046814,[1180],[0.9836193],-15.466887,78594385,99053133,3072
google_gemma-7b,penn_treebank,256000,3072,56,3072,135394344,[121476],[0.5144766],-11.684039048666326,[121476],[0.4588722],-11.569684,78606043,71381830,3072
google_gemma-7b,penn_treebank,256000,3072,57,3072,158998258,[646],[0.73511675],-22.329179718443378,[646],[0.65156376],-22.208523,78602092,151731330,3072
google_gemma-7b,penn_treebank,256000,3072,58,3072,186786209,[575],[0.75671588],-20.20639340173477,[575],[0.7599052],-20.210623,78596534,42701055,3072
google_gemma-7b,penn_treebank,256000,3072,59,3072,157431224,[235265],[0.74326448],51.52518462615107,[235265],[0.7159192],51.562645,78593873,115477868,3072
google_gemma-7b,penn_treebank,256000,3072,60,3072,87311439,[137496],[0.01630511],-26.92662346264839,[919],[0.7644797],-27.967733,78594765,65734407,3072
google_gemma-7b,penn_treebank,256000,3072,61,3072,142752478,[3371],[0.65665177],-17.280511308460138,[3371],[0.6587068],-17.283642,78595842,103083026,3072
google_gemma-7b,penn_treebank,256000,3072,62,3072,174005213,[1706],[0.85285074],-36.26735056974261,[1706],[0.851217],-36.265396,78598024,173056953,3072
google_gemma-7b,penn_treebank,256000,3072,63,3072,190816917,[12025],[0.97478314],-0.5954466812423118,[12025],[0.98450863],-0.60536665,78595074,138852381,3072
google_gemma-7b,penn_treebank,256000,3072,64,3072,151160807,[573],[0.70272941],-4.8559377879237005,[573],[0.6924584],-4.8412113,78624449,90275653,3072
google_gemma-7b,penn_treebank,256000,3072,65,3072,167581560,[53901],[0.4088756],-24.042413705376596,[53901],[0.39673573],-24.012285,78594765,146341188,3072
google_gemma-7b,penn_treebank,256000,3072,66,3072,127260536,[46770],[0.27738938],-46.36057693042883,[46770],[0.70989525],-47.30029,78595381,68338873,3072
google_gemma-7b,penn_treebank,256000,3072,67,3072,194234344,[7435],[0.60747517],3.975708864960268,[7435],[0.64558965],3.9148717,78594765,166337157,3072
google_gemma-7b,penn_treebank,256000,3072,68,3072,113172273,[3757],[0.98207004],-34.21663329888676,[3757],[0.99891126],-34.233692,78596255,94381297,3072
google_gemma-7b,penn_treebank,256000,3072,69,3072,97173635,[218217],[0.6684594],-28.310526809012313,[218217],[0.6273738],-28.247114,78596306,48962928,3072
google_gemma-7b,penn_treebank,256000,3072,70,3072,118659961,[137451],[0.52572839],30.055518634497506,[137451],[0.48703665],30.131964,78595842,48159539,3072
google_gemma-7b,penn_treebank,256000,3072,71,3072,167187212,[207458],[0.57437915],-9.411058161339005,[207458],[0.5777015],-9.416834,78603065,81665063,3072
google_gemma-7b,penn_treebank,256000,3072,72,3072,121089936,[218217],[0.36295905],-18.67611946824389,[218217],[0.34347236],-18.62093,78608172,135324356,3072
google_gemma-7b,penn_treebank,256000,3072,73,3072,174881155,[218217],[0.31681733],-18.3296807948167,[218217],[0.3037282],-18.28747,78594869,148254749,3072
google_gemma-7b,penn_treebank,256000,3072,74,3072,119867981,[137451],[0.46276729],-16.018821459112914,[137451],[0.45142493],-15.994002,78595074,54175894,3072
google_gemma-7b,penn_treebank,256000,3072,75,3072,109965048,[46770],[0.04999866],-43.257803817847254,[46770],[0.81109446],-46.044132,78594765,35039687,3072
google_gemma-7b,penn_treebank,256000,3072,76,3072,174240610,[235290],[0.99598234],20.342334082091476,[235290],[0.9971366],20.34115,78594869,92738483,3072
google_gemma-7b,penn_treebank,256000,3072,77,3072,88621819,[671],[0.86004032],-13.555923359655484,[671],[0.9998764],-13.706554,78595381,67598610,3072
google_gemma-7b,penn_treebank,256000,3072,78,3072,208753856,[531],[0.99830928],2.4684737626902944,[531],[0.9994174],2.46737,78599403,206272363,3072
google_gemma-7b,penn_treebank,256000,3072,79,3072,165946429,[978],[0.99315904],-22.41537293360087,[978],[0.9983041],-22.420584,78598924,102045908,3072
google_gemma-7b,penn_treebank,256000,3072,80,3072,182151431,[4024],[0.31251282],-17.996909140803456,[4024],[0.33547628],-18.06783,78612047,126748265,3072
google_gemma-7b,penn_treebank,256000,3072,81,3072,142800434,[52466],[0.87687985],-34.298725637706326,[52466],[0.8768789],-34.29875,78595997,117710026,3072
google_gemma-7b,penn_treebank,256000,3072,82,3072,123667758,[1134],[0.69143775],-23.69267289136659,[1134],[0.6872524],-23.686628,78599332,108048735,3072
