model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
CNN,eurosat,10,25088,150,148,274,[7],[1.],27.938014984133314,[7],[1.],27.938015,382,160,148
CNN,eurosat,10,25088,151,160,600,[3],[0.98122999],10.29116329128538,[3],[0.98123103],10.291161,1256,445,160
CNN,eurosat,10,25088,152,140,459,[6],[0.48222152],7.718316238096959,[4],[0.45471466],8.024765,1052,290,140
CNN,eurosat,10,25088,153,164,308,[7],[1.],25.42120170593931,[7],[1.],25.4212,479,160,164
CNN,eurosat,10,25088,154,64,128,[5],[0.99999947],28.34339194594639,[5],[0.99999976],28.343391,216,160,64
CNN,eurosat,10,25088,155,140,335,[5],[0.99994928],37.65015905414323,[5],[0.99988914],37.65022,492,236,140
CNN,eurosat,10,25088,156,208,388,[0],[1.],215.81964111328125,[0],[1.],215.81964,388,160,208
CNN,eurosat,10,25088,157,112,211,[8],[0.99999999],27.24705887364282,[8],[1.],27.247059,312,160,112
CNN,eurosat,10,25088,158,189,351,[7],[1.],23.24012565668625,[7],[1.],23.240124,510,160,189
CNN,eurosat,10,25088,159,112,456,[2],[0.83869139],12.814384068677532,[2],[0.8362251],12.817331,1027,356,112
CNN,eurosat,10,25088,160,80,378,[2],[0.73964478],16.310280837928925,[2],[0.73969454],16.310213,404,366,80
CNN,eurosat,10,25088,161,152,308,[7],[0.99998631],14.665245396381861,[7],[0.99999666],14.665235,540,200,152
CNN,eurosat,10,25088,162,452,857,[4],[1.],106.79560852050781,[4],[1.],106.79561,857,160,452
CNN,eurosat,10,25088,163,88,176,[5],[0.99994679],19.474733161044306,[5],[0.9999635],19.474718,315,160,88
CNN,eurosat,10,25088,164,124,236,[0],[1.],47.566173555624275,[0],[1.],47.566177,272,160,124
CNN,eurosat,10,25088,165,80,152,[6],[0.99995964],16.140556646620226,[6],[0.999772],16.140743,646,160,80
CNN,eurosat,10,25088,166,96,279,[0],[0.92699103],12.675491340526687,[0],[0.9203414],12.682691,733,244,96
CNN,eurosat,10,25088,167,95,176,[7],[1.],28.02463531505013,[7],[1.],28.024635,262,160,95
CNN,eurosat,10,25088,168,48,108,[5],[0.99999981],33.3767625837855,[5],[1.],33.376762,136,160,48
CNN,eurosat,10,25088,169,188,368,[4],[0.99999999],18.321519861279132,[4],[0.99999976],18.321518,508,160,188
CNN,eurosat,10,25088,170,196,367,[9],[1.],70.4988784790039,[9],[1.],70.498886,406,160,196
CNN,eurosat,10,25088,171,108,198,[5],[0.99999924],36.835980219700645,[5],[1.],36.835976,538,160,108
CNN,eurosat,10,25088,172,80,224,[1],[0.99815438],16.779757558054484,[1],[0.99925536],16.778658,586,228,80
CNN,eurosat,10,25088,173,104,194,[1],[0.99999998],27.137939472597004,[1],[0.9999989],27.13794,749,160,104
CNN,eurosat,10,25088,174,112,338,[3],[0.99006401],16.853121516222057,[3],[0.988942],16.854256,683,314,112
CNN,eurosat,10,25088,175,108,198,[6],[0.99999996],38.43110660837332,[6],[1.],38.431107,526,160,108
CNN,eurosat,10,25088,176,128,236,[8],[0.99999767],26.152372787174226,[8],[1.],26.152369,340,160,128
CNN,eurosat,10,25088,177,188,356,[4],[0.99999697],22.934086969538782,[4],[1.],22.934082,485,176,188
CNN,eurosat,10,25088,178,180,348,[9],[1.],55.0360107421876,[9],[1.],55.03601,671,176,180
CNN,eurosat,10,25088,179,120,228,[1],[0.99999998],25.98073389500051,[1],[0.99999964],25.980734,804,160,120
CNN,eurosat,10,25088,180,64,136,[5],[0.99925743],14.444411213670595,[5],[0.9997781],14.443891,390,160,64
CNN,eurosat,10,25088,181,144,530,[3],[0.48706735],9.251157901581628,[3],[0.48706776],9.251157,432,478,144
CNN,eurosat,10,25088,182,80,214,[2],[0.99866041],14.873212433863532,[2],[0.9979443],14.87393,676,200,80
CNN,eurosat,10,25088,183,156,291,[6],[0.99954885],15.727454352395208,[6],[0.9999764],15.727027,679,160,156
CNN,eurosat,10,25088,184,160,418,[3],[0.99456733],13.266056154958225,[3],[0.99287486],13.26776,824,298,160
CNN,eurosat,10,25088,185,207,391,[4],[1.],23.065172195496558,[4],[1.],23.06517,509,184,207
CNN,eurosat,10,25088,186,180,576,[9],[0.99958185],28.574480585586947,[9],[0.99958175],28.57448,1260,448,180
CNN,eurosat,10,25088,187,144,292,[3],[0.99995152],11.035608133343432,[3],[0.9949511],11.040622,774,228,144
CNN,eurosat,10,25088,188,496,937,[9],[1.],284.3704833984375,[9],[1.],284.37045,937,160,496
CNN,eurosat,10,25088,189,156,842,[3],[0.79306415],8.812089513751653,[3],[0.79305387],8.812103,1276,601,156
CNN,eurosat,10,25088,190,145,271,[7],[1.],33.61171340942384,[7],[1.],33.611717,379,160,145
CNN,eurosat,10,25088,191,184,346,[9],[1.],37.32273101809682,[9],[1.],37.32273,858,176,184
CNN,eurosat,10,25088,192,80,302,[2],[0.54738903],13.762747953693834,[2],[0.5473802],13.762762,800,308,80
CNN,eurosat,10,25088,193,144,270,[8],[0.99999975],22.553509009178885,[8],[0.99999285],22.553516,398,160,144
CNN,eurosat,10,25088,194,96,177,[6],[1.],40.78588867219246,[6],[1.],40.785885,381,160,96
CNN,eurosat,10,25088,195,76,157,[1],[0.99999917],27.541876673940735,[1],[0.99999976],27.541874,415,160,76
CNN,eurosat,10,25088,196,124,244,[6],[0.99605948],25.177002049873387,[6],[0.9999558],25.173098,487,160,124
CNN,eurosat,10,25088,197,112,262,[4],[0.99999737],14.080551873606876,[4],[0.9999987],14.08055,578,216,112
CNN,eurosat,10,25088,198,148,274,[0],[1.],96.33516693115234,[0],[1.],96.33517,557,160,148
CNN,eurosat,10,25088,199,96,205,[8],[0.99899016],12.98146956783424,[8],[0.99579763],12.984671,594,160,96
CNN,eurosat,10,25088,200,64,176,[2],[0.99962754],16.366469024555403,[2],[0.9992279],16.366869,542,200,64
CNN,eurosat,10,25088,201,104,194,[1],[1.],41.840049743825745,[1],[1.],41.84005,570,160,104
CNN,eurosat,10,25088,202,128,248,[3],[0.99993381],18.750197796583926,[3],[0.998698],18.751436,419,176,128
CNN,eurosat,10,25088,203,112,224,[1],[0.99990946],16.88537115480727,[1],[0.99860424],16.886677,970,184,112
CNN,eurosat,10,25088,204,137,254,[7],[1.],25.17165374758828,[7],[1.],25.171654,374,160,137
CNN,eurosat,10,25088,205,148,274,[7],[0.99999995],20.20227819090059,[7],[0.99999833],20.20228,536,160,148
CNN,eurosat,10,25088,206,128,236,[6],[0.99902882],14.375906801691745,[6],[0.9986418],14.376294,771,160,128
CNN,eurosat,10,25088,207,80,196,[1],[0.99960107],17.347322842670547,[1],[0.9997869],17.347136,576,200,80
CNN,eurosat,10,25088,208,104,200,[1],[1.],35.1645660401924,[1],[1.],35.164562,576,160,104
CNN,eurosat,10,25088,209,112,224,[3],[0.99999581],27.477898017948398,[3],[0.9999914],27.477901,337,184,112
CNN,eurosat,10,25088,210,124,236,[9],[0.99999924],23.131874841999462,[9],[1.],23.131874,763,160,124
CNN,eurosat,10,25088,211,127,247,[2],[0.99990509],14.582910081002106,[2],[0.99910694],14.583708,1152,176,127
CNN,eurosat,10,25088,212,220,484,[9],[1.],51.68218994140626,[9],[1.],51.682194,740,274,220
CNN,eurosat,10,25088,213,96,199,[6],[0.99235504],15.096674077565776,[6],[0.9942432],15.094772,585,184,96
CNN,eurosat,10,25088,214,144,310,[4],[0.99999951],10.403717529761943,[4],[0.9999994],10.403717,896,184,144
CNN,eurosat,10,25088,215,160,320,[5],[0.99596857],11.608678630136579,[5],[0.96803933],11.637121,1192,184,160
CNN,eurosat,10,25088,216,300,570,[9],[1.],98.33334350585938,[9],[1.],98.33334,570,160,300
CNN,eurosat,10,25088,217,128,318,[4],[0.72522282],11.459269189663756,[4],[0.5284865],11.775732,504,228,128
CNN,eurosat,10,25088,218,127,304,[6],[0.48024109],12.894586488151488,[7],[0.82932997],13.939357,467,410,127
CNN,eurosat,10,25088,219,144,400,[2],[0.91781059],15.767196960971072,[2],[0.91783017],15.767176,872,372,144
CNN,eurosat,10,25088,220,128,260,[4],[0.9999772],19.300338660909308,[4],[1.],19.300312,421,200,128
CNN,eurosat,10,25088,221,160,304,[8],[0.99999839],14.854636848563963,[8],[0.97106475],14.883997,784,160,160
CNN,eurosat,10,25088,222,96,177,[3],[0.99999998],31.9467239538958,[3],[0.99999976],31.946724,271,160,96
CNN,eurosat,10,25088,223,112,216,[6],[0.99592039],13.438221486726503,[6],[0.8599973],13.584961,609,352,112
CNN,eurosat,10,25088,224,96,177,[8],[0.99999916],17.72480667579457,[8],[0.99999905],17.724806,540,160,96
CNN,eurosat,10,25088,225,104,208,[1],[0.99999947],22.603224329172278,[1],[0.99998856],22.603235,826,176,104
CNN,eurosat,10,25088,226,168,332,[2],[0.99999876],40.30563859692978,[2],[0.9999999],40.305637,1086,200,168
CNN,eurosat,10,25088,227,64,186,[5],[0.99532392],14.335180977029697,[5],[0.99630535],14.334193,292,176,64
CNN,eurosat,10,25088,228,112,211,[0],[0.99999815],36.433122580730455,[0],[0.9999598],36.433163,526,176,112
CNN,eurosat,10,25088,229,180,342,[7],[1.],24.195465088038972,[7],[1.],24.195465,360,160,180
CNN,eurosat,10,25088,230,112,211,[0],[1.],49.595050812646626,[0],[1.],49.59505,281,160,112
CNN,eurosat,10,25088,231,205,385,[7],[1.],23.594436645647995,[7],[1.],23.594437,548,160,205
CNN,eurosat,10,25088,232,80,160,[2],[0.99999568],24.11760190319339,[2],[0.9999994],24.117596,488,160,80
CNN,eurosat,10,25088,233,144,270,[6],[0.99548384],15.651209128244245,[6],[0.99696964],15.649716,745,160,144
CNN,eurosat,10,25088,234,112,281,[3],[0.98793676],14.240551127957797,[3],[0.98618025],14.242331,588,176,112
CNN,eurosat,10,25088,235,156,333,[8],[0.99848669],16.36427309481367,[8],[0.93208724],16.433088,828,220,156
CNN,eurosat,10,25088,236,144,332,[3],[0.99993504],28.28151905013564,[3],[0.9998754],28.281578,467,236,144
CNN,eurosat,10,25088,237,160,304,[4],[1.],26.898891448974624,[4],[1.],26.898891,304,160,160
CNN,eurosat,10,25088,238,80,180,[2],[0.99944992],24.255394892550356,[2],[0.9995813],24.255266,378,200,80
CNN,eurosat,10,25088,239,64,158,[2],[0.99894519],16.376921307915094,[2],[0.9996829],16.376183,476,176,64
CNN,eurosat,10,25088,240,76,148,[2],[0.9999773],19.666141324026036,[2],[0.9999703],19.66615,607,160,76
CNN,eurosat,10,25088,241,96,308,[0],[0.9562631],12.656252496995416,[0],[0.9645625],12.647611,521,306,96
