,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
32,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,32,4096,37605586,[1071],[0.1398048],17.067574318721967,[1071],[0.15635447],16.955698,4617270,37485575,4096
33,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,33,4096,33805355,[2163],[0.11950084],19.18232564639688,[2163],[0.09663602],19.394697,4617261,32980121,4096
34,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,34,4096,37778405,[304],[0.62065108],21.144235904722546,[304],[0.6624667],21.079033,6925892,42624882,4096
35,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,35,4096,45469700,[1306],[0.37988422],18.670424382423885,[1306],[0.38683316],18.652304,6925919,39710819,4096
36,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,36,4096,35977019,[4832],[0.2053562],19.201146617700633,[4832],[0.24401937],19.028652,3078242,44297899,4096
37,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,37,4096,38699840,[19655],[0.40722975],20.836413719350727,[19655],[0.37572747],20.916925,4617279,36622506,4096
38,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,38,4096,33042744,[366],[0.18969905],16.462567423841122,[366],[0.2829657],16.06268,6925851,26418874,4096
39,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,39,4096,42142346,[315],[0.66671144],21.303661875342375,[315],[0.7196484],21.227259,4617347,37837536,4096
40,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,40,4096,40716686,[6763],[0.17006507],17.7580062064505,[6763],[0.16655128],17.778885,4617261,29253133,4096
41,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,41,4096,43659788,[5811],[0.18210447],18.48021710815511,[5811],[0.19735827],18.399775,4617324,33410928,4096
42,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,42,4096,36979652,[527],[0.21481573],19.769870139619208,[527],[0.214341],19.772078,4617234,36589826,4096
43,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,43,4096,43787347,[315],[0.97739796],22.42938985638608,[315],[0.9890956],22.41749,4617306,40111740,4096
44,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,44,4096,48571553,[29],[0.89232955],24.492217572733324,[29],[0.8901014],24.49472,4617261,45877637,4096
45,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,45,4096,22756969,[9232],[0.29200209],19.403998476654596,[9232],[0.30468005],19.361502,4617302,22235123,4096
46,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,46,4096,27816760,[279],[0.4181907],19.61671939549412,[279],[0.45418224],19.53416,4617261,24689430,4096
47,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,47,4096,27080287,[366],[0.27061423],17.287261734829546,[366],[0.27639616],17.266125,6925824,23893699,4096
48,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,48,4096,29619875,[29],[0.99519904],24.61283520724809,[29],[0.9947312],24.613302,4617234,29116639,4096
49,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,49,4096,30806227,[29],[0.98908865],24.971273666264587,[29],[0.9895908],24.970768,4617261,27927472,4096
50,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,50,4096,27570756,[1541],[0.60836928],23.860655011250934,[1541],[0.5881486],23.89445,4617252,21206834,4096
51,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,51,4096,34174708,[31291],[0.94205857],21.352395277904396,[31291],[0.9447153],21.34958,4617234,37031944,4096
52,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,52,4096,33953946,[7830],[0.99029496],24.261652159280338,[7830],[0.99386567],24.258055,4617320,32897859,4096
53,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,53,4096,41654318,[29],[0.99017984],25.336727213934,[29],[0.9954638],25.331406,4617261,41615578,4096
54,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,54,4096,45649939,[7493],[0.38880433],18.963352024434414,[7493],[0.34411675],19.085442,3078201,43842141,4096
55,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,55,4096,33094636,[9045],[0.31405338],17.997109072238842,[9045],[0.31999373],17.978374,6925851,30607728,4096
56,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,56,4096,30074288,[279],[0.30008461],21.17285090091858,[279],[0.40029532],20.88471,4617279,30791200,4096
57,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,57,4096,50625769,[3254],[0.24158029],18.70482844541769,[3254],[0.25048056],18.668646,4617261,47489629,4096
58,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,58,4096,47752410,[32056],[0.94432312],22.18516698352563,[32056],[0.94479465],22.18467,6925824,39266041,4096
59,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,59,4096,39521698,[315],[0.90901198],22.423815736164475,[315],[0.9119991],22.420532,6925851,34555089,4096
60,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,60,4096,26259320,[503],[0.20742901],21.781549966098538,[503],[0.22609039],21.695415,4617279,25510825,4096
61,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,61,4096,40057075,[29],[0.99501599],25.4746276655197,[29],[0.99396604],25.475683,4617302,37645473,4096
62,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,62,4096,36965175,[366],[0.22551479],17.471444256764865,[366],[0.25075608],17.365347,4617306,32916069,4096
63,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,63,4096,45673400,[3157],[0.91473097],21.554760582397698,[3157],[0.9109803],21.558872,3078174,44963167,4096
64,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,64,4096,49687319,[1820],[0.11884879],17.826407876075194,[1820],[0.11003785],17.903433,3078225,45817916,4096
65,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,65,4096,31760019,[3200],[0.99799617],22.755847243737186,[3200],[0.998439],22.7554,3078231,31828842,4096
66,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,66,4096,22562463,[29],[0.94019337],26.693227181130474,[29],[0.9572275],26.675268,4617234,22960946,4096
67,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,67,4096,26637860,[258],[0.19490596],19.28744072208904,[258],[0.17724593],19.382414,4617234,23461124,4096
68,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,68,4096,37640679,[311],[0.07656856],17.755304438278614,[311],[0.08463436],17.655155,4617234,36859253,4096
69,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,69,4096,41986664,[9640],[0.14326823],17.24619164528811,[9640],[0.22352342],16.801392,6925878,39934095,4096
70,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,70,4096,45948830,[279],[0.33586275],17.42049564897974,[279],[0.39741388],17.252222,4617342,38556131,4096
71,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,71,4096,28747552,[24867],[0.36108223],18.635442245691348,[24867],[0.40409622],18.522896,4617234,27437787,4096
72,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,72,4096,36752107,[29],[0.99703368],25.629879988571012,[29],[0.99536777],25.631542,4617261,30946888,4096
73,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,73,4096,27830283,[1820],[0.14184828],19.17118264165321,[1820],[0.1448846],19.149996,4617279,26833412,4096
74,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,74,4096,19004458,[7729],[0.3476258],18.234939050709503,[7729],[0.35327265],18.218817,4617234,22910863,4096
75,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,75,4096,26828822,[3200],[0.99600492],25.11860803006281,[3200],[0.9997453],25.114859,4617234,32287055,4096
76,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,76,4096,36027208,[279],[0.50544617],19.75552922569802,[279],[0.51653445],19.733837,6925919,32624963,4096
77,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,77,4096,31717736,[7626],[0.85069296],18.061407993587654,[7626],[0.87306166],18.035452,4617252,30005250,4096
78,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,78,4096,32537816,[311],[0.82670345],22.809947676672547,[311],[0.88078874],22.746574,4617234,30612277,4096
79,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,79,4096,30394925,[1587],[0.57424503],20.33623519613957,[1587],[0.569073],20.345284,4617252,27879968,4096
80,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,80,4096,39131016,[1820],[0.33225443],18.60960191153807,[1820],[0.37293917],18.494091,4617360,38230798,4096
81,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,81,4096,27775882,[374],[0.21018634],20.59310125893998,[374],[0.1880057],20.704628,3078174,27700836,4096
82,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,82,4096,35940162,[27],[0.1651029],17.95750504363316,[1820],[0.23076054],18.40338,6925824,33605043,4096
83,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,83,4096,40015616,[279],[0.11796257],16.85073440049745,[279],[0.15345426],16.587694,6925892,35215751,4096
84,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,84,4096,32975596,[279],[0.85085765],21.76536557098083,[279],[0.8654172],21.748398,4617261,30877442,4096
85,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,85,4096,28469474,[1390],[0.06432999],18.945009953469548,[1390],[0.09120547],18.595922,4617261,24546394,4096
86,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,86,4096,41101232,[304],[0.06619749],15.112221799250298,[315],[0.09057882],15.215534,6925851,39026710,4096
87,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,87,4096,34488281,[568],[0.38293415],20.72354121327396,[568],[0.36421692],20.773663,4617234,33186693,4096
88,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,88,4096,34295228,[29],[0.92675098],24.837915014387065,[29],[0.9021287],24.864847,4617261,34018464,4096
89,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,89,4096,32019513,[1820],[0.1921099],18.70258224423335,[1820],[0.17824794],18.777477,4617234,32290389,4096
90,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,90,4096,49699269,[612],[0.82979807],19.21094690717933,[612],[0.7705228],19.285059,6925851,43950084,4096
91,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,91,4096,36539983,[264],[0.20353059],17.414800661608467,[264],[0.1993448],17.435585,4617261,32882214,4096
92,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,92,4096,36433968,[832],[0.83992584],20.108252869448165,[832],[0.8262271],20.124697,4617252,35260908,4096
93,meta-llama_Meta-Llama-3-8B,penn_treebank_512,128256,4096,93,4096,26391255,[31831],[0.3042039],17.58212785859049,[31831],[0.2964027],17.608103,4617279,27165845,4096
