,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
69,google_gemma-7b,penn_treebank_512,256000,3072,69,3072,112306128,[218217],[0.64512213],-28.274996523057954,[218217],[0.6273738],-28.247114,78592309,69830949,3072
70,google_gemma-7b,penn_treebank_512,256000,3072,70,3072,148399921,[137451],[0.49820016],30.109301427250536,[137451],[0.48703665],30.131964,78592309,78318967,3072
71,google_gemma-7b,penn_treebank_512,256000,3072,71,3072,190168062,[207458],[0.57591095],-9.413745333582103,[207458],[0.5777015],-9.416834,78592722,139582476,3072
72,google_gemma-7b,penn_treebank_512,256000,3072,72,3072,159454790,[218217],[0.35145129],-18.64390058964216,[218217],[0.34347236],-18.62093,78592413,175003915,3072
73,google_gemma-7b,penn_treebank_512,256000,3072,73,3072,225993071,[218217],[0.31484165],-18.32342526844468,[218217],[0.3037282],-18.28747,78592309,217414127,3072
74,google_gemma-7b,penn_treebank_512,256000,3072,74,3072,157433082,[137451],[0.44817848],-15.986788684142153,[137451],[0.45142493],-15.994002,78592309,107005889,3072
75,google_gemma-7b,penn_treebank_512,256000,3072,75,3072,143500200,[46770],[0.81839654],-46.05315462919574,[46770],[0.81109446],-46.044132,78592309,60333720,3072
76,google_gemma-7b,penn_treebank_512,256000,3072,76,3072,197152392,[235290],[0.99578731],20.342529921919944,[235290],[0.9971366],20.34115,78592309,167572200,3072
77,google_gemma-7b,penn_treebank_512,256000,3072,77,3072,106213108,[671],[0.99949041],-13.706189654911611,[671],[0.9998764],-13.706554,78592000,115785528,3072
78,google_gemma-7b,penn_treebank_512,256000,3072,78,3072,271594560,[531],[0.9985867],2.4682369255020555,[531],[0.9994174],2.46737,78592309,272299340,3072
79,google_gemma-7b,penn_treebank_512,256000,3072,79,3072,221436148,[978],[0.99489062],-22.417067234020593,[978],[0.9983041],-22.420584,78592309,165240389,3072
80,google_gemma-7b,penn_treebank_512,256000,3072,80,3072,230880967,[4024],[0.31883889],-18.016949581217105,[4024],[0.33547628],-18.06783,78592720,213660724,3072
81,google_gemma-7b,penn_treebank_512,256000,3072,81,3072,198002979,[52466],[0.87687567],-34.298720868129934,[52466],[0.8768789],-34.29875,78592104,194751890,3072
82,google_gemma-7b,penn_treebank_512,256000,3072,82,3072,163541182,[1134],[0.6910826],-23.692159125161606,[1134],[0.6872524],-23.686628,78592309,157768020,3072
