,model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
35,gpt2,penn_treebank_512,50257,768,35,768,4464572,[2954],[0.96325001],-214.51759617002978,[2954],[0.9910458],-214.54604,3839246,3872842,768
36,gpt2,penn_treebank_512,50257,768,36,768,4509731,[2954],[0.92607092],-217.1990134089261,[2954],[0.9425626],-217.21667,3854345,3033041,768
37,gpt2,penn_treebank_512,50257,768,37,768,4763290,[9044],[0.84552408],-54.725763688050876,[9044],[0.8729698],-54.75771,3888645,3141294,768
38,gpt2,penn_treebank_512,50257,768,38,768,4492909,[307],[0.13157087],-139.98942951328317,[307],[0.12852298],-139.96599,3928336,2839950,768
39,gpt2,penn_treebank_512,50257,768,39,768,4448753,[29],[0.98510538],134.16132319170384,[29],[0.9921445],134.15422,4326333,3517736,768
40,gpt2,penn_treebank_512,50257,768,40,768,6412088,[1279],[0.21911341],36.52574181490804,[262],[0.50741285],36.455326,3957498,3586658,768
41,gpt2,penn_treebank_512,50257,768,41,768,3821132,[198],[0.99933368],-252.83675106006345,[198],[0.9997092],-252.83714,3819730,2812872,768
42,gpt2,penn_treebank_512,50257,768,42,768,4229917,[79],[0.98699114],-229.60180446563655,[79],[0.99677986],-229.61168,3837549,3706299,768
43,gpt2,penn_treebank_512,50257,768,43,768,4294554,[15294],[0.12832448],-154.53831372879125,[15294],[0.1242936],-154.50633,3900827,2766698,768
44,gpt2,penn_treebank_512,50257,768,44,768,4579548,[29],[0.98878523],-151.65720941753517,[29],[0.9936242],-151.66214,4078244,3254642,768
45,gpt2,penn_treebank_512,50257,768,45,768,4475396,[967],[0.98551128],-210.51761659964748,[967],[0.9973341],-210.52953,3850331,3137978,768
46,gpt2,penn_treebank_512,50257,768,46,768,5317154,[1957],[0.19937692],-119.19836253548324,[1957],[0.20524482],-119.227394,3906859,3655394,768
47,gpt2,penn_treebank_512,50257,768,47,768,4913911,[339],[0.09095117],-128.1446359898372,[339],[0.08605108],-128.08926,4046667,3739304,768
48,gpt2,penn_treebank_512,50257,768,48,768,4972165,[318],[0.23038538],-128.5819554899084,[318],[0.27024478],-128.74155,3932174,3104097,768
49,gpt2,penn_treebank_512,50257,768,49,768,5455797,[2042],[0.28808931],-119.54177013358206,[2042],[0.3043123],-119.59658,4148098,3293269,768
50,gpt2,penn_treebank_512,50257,768,50,768,4599801,[6441],[0.12503161],-109.41816394616104,[6441],[0.07908877],-108.960175,3983754,3180266,768
51,gpt2,penn_treebank_512,50257,768,51,768,9587305,[12],[0.52720766],7.04724045485958,[12],[0.6833226],6.787867,3835196,3808776,768
52,gpt2,penn_treebank_512,50257,768,52,768,9726720,[3331],[0.11260926],-96.91951642058967,[3331],[0.12819561],-97.04916,4233094,4719952,768
53,gpt2,penn_treebank_512,50257,768,53,768,8212713,[6710],[0.20588425],-68.93460402686526,[6710],[0.21428894],-68.97459,3820499,2365850,768
54,gpt2,penn_treebank_512,50257,768,54,768,4438348,[1279],[0.39239715],-106.99998212600576,[1279],[0.3157795],-106.782745,3999526,3256701,768
55,gpt2,penn_treebank_512,50257,768,55,768,7425406,[4283],[0.04017646],-103.88817176799853,[4283],[0.0502799],-104.112526,3918798,3909575,768
56,gpt2,penn_treebank_512,50257,768,56,768,6902917,[1279],[0.15581283],-98.74925287529004,[1279],[0.1746995],-98.86366,3828753,3099084,768
57,gpt2,penn_treebank_512,50257,768,57,768,5144172,[198],[0.52292017],-107.43946498175194,[198],[0.53681844],-107.465706,4025287,3522679,768
58,gpt2,penn_treebank_512,50257,768,58,768,4974488,[734],[0.04847203],-133.78777636434003,[734],[0.06116141],-134.02028,4190113,3164309,768
59,gpt2,penn_treebank_512,50257,768,59,768,4724711,[2954],[0.98369779],-211.9711275289887,[2954],[0.9938356],-211.9814,3855546,3601386,768
60,gpt2,penn_treebank_512,50257,768,60,768,6361640,[4311],[0.38953593],-65.99635641312426,[4311],[0.41212112],-66.05271,3852443,2381854,768
61,gpt2,penn_treebank_512,50257,768,61,768,4190806,[88],[0.99478389],-236.38887424462214,[88],[0.9962375],-236.39034,3841723,3338060,768
62,gpt2,penn_treebank_512,50257,768,62,768,5334956,[198],[0.13166882],-101.14092290482441,[198],[0.15913449],-101.33041,3926195,3085205,768
63,gpt2,penn_treebank_512,50257,768,63,768,4341500,[29],[0.98895916],116.26587061714318,[29],[0.9958326],116.258965,4227822,3319782,768
64,gpt2,penn_treebank_512,50257,768,64,768,6128869,[1279],[0.1897943],-80.10394029622537,[1279],[0.17064214],-79.99758,4108584,3503907,768
65,gpt2,penn_treebank_512,50257,768,65,768,6176995,[1479],[0.14864486],-112.40736516549543,[1479],[0.14960757],-112.41381,4285076,4082170,768
66,gpt2,penn_treebank_512,50257,768,66,768,5950863,[1910],[0.05192205],-100.38877469488287,[1910],[0.05525708],-100.45103,4017135,4550139,768
67,gpt2,penn_treebank_512,50257,768,67,768,6195879,[198],[0.09323622],-101.01892150819651,[198],[0.10101409],-101.09906,4547789,3893819,768
68,gpt2,penn_treebank_512,50257,768,68,768,4289561,[4354],[0.81960845],-50.67359952116204,[4354],[0.85316133],-50.71372,3950965,3169950,768
69,gpt2,penn_treebank_512,50257,768,69,768,4806297,[286],[0.411464],-89.04891692741136,[286],[0.42825213],-89.08891,3828052,3248322,768
70,gpt2,penn_treebank_512,50257,768,70,768,5042471,[3084],[0.37563409],-113.40925743460947,[3084],[0.47434744],-113.6426,3834672,2995109,768
71,gpt2,penn_treebank_512,50257,768,71,768,5008427,[1966],[0.10624052],-91.12498517653896,[1966],[0.11333978],-91.18964,4124138,3509598,768
72,gpt2,penn_treebank_512,50257,768,72,768,4284555,[198],[0.09792608],-119.13744857151289,[198],[0.100901],-119.167366,3909843,3245114,768
73,gpt2,penn_treebank_512,50257,768,73,768,4922117,[3227],[0.07714218],-126.95413027653689,[3227],[0.07825081],-126.968445,4008861,3222833,768
74,gpt2,penn_treebank_512,50257,768,74,768,5012724,[13],[0.72900185],142.74796377699877,[13],[0.68215424],142.81435,3859729,3362986,768
75,gpt2,penn_treebank_512,50257,768,75,768,8025020,[329],[0.3979413],-105.97900852330868,[329],[0.40819582],-106.00444,3829312,3811438,768
76,gpt2,penn_treebank_512,50257,768,76,768,4487827,[25091],[0.74518544],-13.494881195845252,[25091],[0.7830794],-13.544483,4135109,3973043,768
77,gpt2,penn_treebank_512,50257,768,77,768,5501864,[1169],[0.11030938],-90.11918789002256,[1169],[0.1398681],-90.3566,4018665,2900730,768
78,gpt2,penn_treebank_512,50257,768,78,768,5063500,[788],[0.10050822],-119.671760706177,[788],[0.14768705],-120.05661,4081894,3687696,768
79,gpt2,penn_treebank_512,50257,768,79,768,5725567,[287],[0.17292916],-106.33164408824574,[287],[0.19447868],-106.449066,3907383,3743242,768
80,gpt2,penn_treebank_512,50257,768,80,768,5726226,[290],[0.11418408],-100.43735637668117,[290],[0.1556734],-100.74731,3839097,3517923,768
81,gpt2,penn_treebank_512,50257,768,81,768,5306654,[262],[0.14189369],-97.42749554144349,[262],[0.13880122],-97.40546,4049056,3063501,768
82,gpt2,penn_treebank_512,50257,768,82,768,4606259,[2954],[0.99451464],-218.67122683664982,[2954],[0.9969484],-218.67365,3833732,3375493,768
83,gpt2,penn_treebank_512,50257,768,83,768,5105074,[262],[0.31825916],-94.45280513957736,[262],[0.2753288],-94.30789,4089461,3338658,768
84,gpt2,penn_treebank_512,50257,768,84,768,6342246,[5003],[0.09054806],-104.15969467025973,[5003],[0.12285045],-104.464775,3918574,3961067,768
85,gpt2,penn_treebank_512,50257,768,85,768,4827232,[29],[0.94938118],140.61694733446555,[29],[0.9869436],140.57814,3914333,3706754,768
86,gpt2,penn_treebank_512,50257,768,86,768,4679920,[1169],[0.09141466],-94.40435775816538,[1169],[0.08573263],-94.34019,4045022,2428698,768
87,gpt2,penn_treebank_512,50257,768,87,768,4744474,[27],[0.13965083],-105.64036820427391,[27],[0.12857026],-105.55776,3856282,2697168,768
88,gpt2,penn_treebank_512,50257,768,88,768,3821622,[198],[0.99935145],-252.83350346343795,[198],[0.99963975],-252.83379,3819730,3379576,768
89,gpt2,penn_treebank_512,50257,768,89,768,5564388,[319],[0.93673345],103.89352728949673,[319],[0.9157199],103.916245,4071044,4229641,768
90,gpt2,penn_treebank_512,50257,768,90,768,5135595,[29],[0.98991629],145.77255555240055,[29],[0.9901686],145.77228,4405366,3642304,768
91,gpt2,penn_treebank_512,50257,768,91,768,5125555,[284],[0.19778743],-96.45192445297974,[284],[0.20046449],-96.46536,4083056,3558605,768
92,gpt2,penn_treebank_512,50257,768,92,768,5329490,[614],[0.06852344],-111.406754259987,[614],[0.06615134],-111.37151,3905249,3317078,768
93,gpt2,penn_treebank_512,50257,768,93,768,4212804,[1279],[0.46685389],-40.446753332143594,[1279],[0.47844997],-40.47129,4054057,2579775,768
94,gpt2,penn_treebank_512,50257,768,94,768,4970129,[2954],[0.96946603],-217.83669645280284,[2954],[0.99175656],-217.8594,3859596,3857670,768
95,gpt2,penn_treebank_512,50257,768,95,768,4330870,[2954],[0.96605374],-220.40458162003827,[2954],[0.9890231],-220.42809,3841584,3695459,768
96,gpt2,penn_treebank_512,50257,768,96,768,7153300,[72],[0.05311722],-107.3482771054792,[72],[0.05577531],-107.39714,3931705,3638795,768
97,gpt2,penn_treebank_512,50257,768,97,768,4434054,[29],[0.97282678],153.98516032166776,[29],[0.9857055],153.97202,4007030,3631178,768
98,gpt2,penn_treebank_512,50257,768,98,768,4837038,[262],[0.31381504],-101.09658744382962,[262],[0.33584478],-101.164444,3931544,3169747,768
99,gpt2,penn_treebank_512,50257,768,99,768,4787725,[1279],[0.53663786],-89.68588730425792,[1279],[0.4564046],-89.52394,4070102,2958092,768
100,gpt2,penn_treebank_512,50257,768,100,768,4315745,[82],[0.89232757],136.11300645504454,[82],[0.954025],136.04614,3857372,2914550,768
101,gpt2,penn_treebank_512,50257,768,101,768,4944165,[1279],[0.21276819],-108.32254228949203,[1279],[0.17962319],-108.15322,3973142,4128039,768
102,gpt2,penn_treebank_512,50257,768,102,768,4517445,[373],[0.23676347],-122.77471467842321,[373],[0.24520594],-122.80976,4129942,2918746,768
103,gpt2,penn_treebank_512,50257,768,103,768,3825606,[198],[0.99891822],-252.2778788117133,[198],[0.999716],-252.2787,3819730,2905850,768
104,gpt2,penn_treebank_512,50257,768,104,768,4216981,[416],[0.26257044],-109.39375928773745,[416],[0.26385593],-109.39867,3823925,3009342,768
105,gpt2,penn_treebank_512,50257,768,105,768,4933106,[514],[0.36864406],-108.92795673246604,[514],[0.42579088],-109.07207,3931682,3680404,768
106,gpt2,penn_treebank_512,50257,768,106,768,6129756,[262],[0.1452383],-114.10693651031653,[262],[0.15244517],-114.155334,3853367,2622941,768
