model,dataset,n,d,query,d_not_sparse,budget_total,best_arm_hat,p_hat_best_arm_hat,log_S_hat,best_arm,p_best_arm,log_S,budget_log_norm_estimation,budget_best_arms,budget_estimate_best_arm
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,51,4096,82287114,[31291],[0.94229591],21.352143364874806,[31291],[0.9447153],21.34958,52493110,60577284,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,52,4096,65891717,[7830],[0.99024835],24.261699228859854,[7830],[0.99386567],24.258055,52462455,50962444,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,53,4096,58047107,[29],[0.99230947],25.334578770443205,[29],[0.9954638],25.331406,52460895,50227391,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,54,4096,80467786,[7493],[0.34833069],19.073275944089183,[7493],[0.34411675],19.085442,52478159,74721313,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,55,4096,88700428,[9045],[0.3017444],18.037091742040523,[9045],[0.31999373],17.978374,52480299,58576755,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,56,4096,66027911,[279],[0.3097745],21.141070759559778,[279],[0.40029532],20.88471,52491888,51015205,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,57,4096,105436582,[3254],[0.23869922],18.716826053358897,[3254],[0.25048056],18.668646,52489869,93707062,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,58,4096,78758883,[32056],[0.94951485],22.179684200273456,[32056],[0.94479465],22.18467,52468552,56417665,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,59,4096,85019823,[315],[0.91184769],22.420701043033535,[315],[0.9119991],22.420532,52570665,65290764,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,60,4096,54288685,[503],[0.21692764],21.73677529174444,[503],[0.22609039],21.695415,52457886,35835435,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,61,4096,58335935,[29],[0.9933588],25.476294547529623,[29],[0.99396604],25.475683,52470014,48424173,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,62,4096,127429400,[366],[0.22541157],17.471902088215472,[366],[0.25075608],17.365347,52551283,96930990,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,63,4096,64367489,[3157],[0.91690847],21.552382925885915,[3157],[0.9109803],21.558872,52469302,55737860,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,64,4096,103815586,[1820],[0.11290564],17.87770170352645,[1820],[0.11003785],17.903433,52565437,82217795,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,65,4096,63503707,[3200],[0.9980305],22.755812839094844,[3200],[0.998439],22.7554,52459760,51792054,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,66,4096,64842877,[29],[0.95027015],26.68256643367467,[29],[0.9572275],26.675268,52463553,39411391,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,67,4096,75408524,[258],[0.15439663],19.52043309146435,[258],[0.17724593],19.382414,52471495,56636307,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,68,4096,75989135,[311],[0.07969279],17.715311891022257,[311],[0.08463436],17.655155,52580173,61161393,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,69,4096,86489783,[9640],[0.15178493],17.188451382212687,[9640],[0.22352342],16.801392,52481786,78886856,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,70,4096,107254883,[279],[0.35530974],17.36420833034696,[279],[0.39741388],17.252222,52686105,75746450,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,71,4096,65635953,[24867],[0.36524032],18.62399240521252,[24867],[0.40409622],18.522896,52468049,44690173,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,72,4096,59245180,[29],[0.99718536],25.629727867589704,[29],[0.99536777],25.631542,52485780,48690521,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,73,4096,78032486,[1820],[0.1324254],19.239917393567016,[1820],[0.1448846],19.149996,52497843,56798417,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,74,4096,60591190,[7729],[0.33294483],18.278077425439303,[7729],[0.35327265],18.218817,52459092,36786175,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,75,4096,81226589,[3200],[0.99801087],25.116596058189355,[3200],[0.9997453],25.114859,52472310,52118479,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,76,4096,65662998,[279],[0.4967345],19.772915089035035,[279],[0.51653445],19.733837,52458885,52169299,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,77,4096,72220508,[7626],[0.84963566],18.062651640585077,[7626],[0.87306166],18.035452,52541597,56289920,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,78,4096,76673656,[311],[0.8707029],22.758091001705914,[311],[0.88078874],22.746574,52458578,59800589,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,79,4096,77002498,[1587],[0.51573974],20.44368912329823,[1587],[0.569073],20.345284,52491979,59061243,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,80,4096,89568580,[1820],[0.33569435],18.59930186858301,[1820],[0.37293917],18.494091,52533718,76350245,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,81,4096,88780470,[374],[0.18190013],20.73763794240498,[374],[0.1880057],20.704628,52566215,55603457,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,82,4096,71490200,[1820],[0.21418849],18.477902933187107,[1820],[0.23076054],18.40338,52474434,56019258,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,83,4096,78549894,[279],[0.12524644],16.790818454385487,[279],[0.15345426],16.587694,52497407,57760066,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,84,4096,79899783,[279],[0.85809097],21.756900286966875,[279],[0.8654172],21.748398,52487159,61599396,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,85,4096,56713833,[1390],[0.10407692],18.463905604682644,[1390],[0.09120547],18.595922,52457218,35535065,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,86,4096,88379038,[315],[0.08022688],15.336893947870177,[315],[0.09057882],15.215534,52538354,60864969,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,87,4096,86342211,[568],[0.38669497],20.713768064270397,[568],[0.36421692],20.773663,52605302,70498901,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,88,4096,83955401,[29],[0.92801128],24.836556024423672,[29],[0.9021287],24.864847,52535970,58012608,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,89,4096,66207773,[1820],[0.16457682],18.85727243118822,[1820],[0.17824794],18.777477,52470607,45605860,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,90,4096,119906670,[612],[0.76877752],19.287335297008205,[612],[0.7705228],19.285059,52572792,100886447,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,91,4096,94869646,[264],[0.20016933],17.43145329696957,[264],[0.1993448],17.435585,52495369,65765271,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,92,4096,89588225,[832],[0.80691643],20.148346360366137,[832],[0.8262271],20.124697,52507233,74467028,4096
meta-llama_Meta-Llama-3-8B,penn_treebank,128256,4096,93,4096,75975994,[31831],[0.27152513],17.69577134894132,[31831],[0.2964027],17.608103,52599161,52075739,4096
